catalog_id,name,slug,catalog_url,website_url,tagline,description,categories,is_featured,is_affiliate,published_at,updated_at
cmjczmwqp000004iif0zbcp5i,EOC Geoservice SoilSuite,eoc-geoservice-soilsuite,https://geospatialcatalog.com/eoc-geoservice-soilsuite,https://geoservice.dlr.de/web/datasets/soilsuite_eur_5y,This service provides a collection of image data products detailing the spectral and statistical properties of European soils and bare surfaces.,"The SoilSuite offers a comprehensive collection of image data products focused on European soils and bare surfaces. It leverages DLR's Soil Composite Mapping Processor (ScMAP) to process Sentinel-2 data from 2018-2022, providing insights into spectral and statistical properties at 20m resolution. Products include bare surface reflectance composites, frequency maps, and landcover masks.",Data,False,False,2025-12-19T14:52:03.423Z,2025-12-19T14:52:04.028Z
cmjh5nfpn000004leuha7dhfi,EODAG,eodag,https://geospatialcatalog.com/eodag,https://github.com/CS-SI/eodag,"A unified API and command-line tool for searching, aggregating, and downloading Earth Observation data from various providers.","EODAG is a Python framework and command-line tool designed to simplify access to Earth Observation (EO) data. It provides a unified API for searching, aggregating results, and downloading remote sensed images, abstracting away differences between data providers. This tool supports listing collections and searching products by various criteria, facilitating efficient data retrieval.",Data|Open Source Software|Tooling,False,False,2025-12-22T12:51:30.630Z,2025-12-22T12:51:31.003Z
cmiubzfe300e4w171mrl951ds,EOxCloudless,eoxcloudless,https://geospatialcatalog.com/eoxcloudless,https://cloudless.eox.at/,Exploitation-Ready Satellite Imagery for viewing and analysis.,"EOxCloudless provides high-resolution, cloud-free satellite imagery derived from the ESA Copernicus Sentinel-2 mission. These elaborately post-processed images are optimized for various applications, including web maps and desktop GIS tools. The service offers both prerendered map caches and source mosaics for diverse user needs.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:05.590Z
cmiuc2vak00u8w171fj5yv3vn,EPA Geoportal,epa-geoportal,https://geospatialcatalog.com/epa-geoportal,http://gis.epa.ie/,"A central hub for accessing, viewing, and understanding environmental spatial data and web mapping services from the EPA Ireland.","This geoportal provides comprehensive access to environmental data for Ireland, enabling users to view WebGIS applications, download spatial datasets, and consume Web Mapping Services (WMS). It serves as a central point for discovering and utilizing the Environmental Protection Agency's geospatial information. The platform also offers metadata access and resources to help users learn about the available data.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:45.233Z
cmiuc1sez00mhw171zg5hcmm2,EPSG.io,epsgio,https://geospatialcatalog.com/epsgio,https://epsg.io/,"A comprehensive online resource for coordinate systems worldwide, offering transformations, map previews, and data formats.","EPSG.io provides a vast database of coordinate systems, including EPSG and ESRI codes, allowing users to search, view, and understand various projections. It facilitates coordinate transformations and offers previews of locations on a map. The platform supports common data formats like WKT, OGC GML, and Proj.4 definitions.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:31:55.436Z
cmiuc2j7d00rdw171tyzvavzu,ESA/CCI viewer,esacci-viewer,https://geospatialcatalog.com/esacci-viewer,http://maps.elie.ucl.ac.be/CCI/viewer/index.php,An online viewer for ESA/CCI Land Cover and conditions project data.,"This platform provides access to Land Cover and conditions data from the European Space Agency's Climate Change Initiative (ESA CCI) project. Users can explore and download various geospatial products, including land cover maps, plant functional type maps, and surface reflectance composites. The viewer supports data extraction at specific locations and offers yearly classifications spanning decades.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:30.531Z
cmiuc3cwq00xvw171jdjwhoxy,ESPON Database Portal,espon-database-portal,https://geospatialcatalog.com/espon-database-portal,https://database.espon.eu/,"A portal providing European territorial development and cohesion policy data, indicators, and tools.","The ESPON Database Portal offers data, indicators, and tools for European territorial development and cohesion policy. It supports researchers, policymakers, and stakeholders at regional and local levels with information for policy formulation, application, and monitoring.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:33:08.021Z
cmiuc2t8o00tvw1715l6l3pkc,ETH Global Canopy Height 10m 2020 version1,eth-globalcanopyheight-10m-2020-version1,https://geospatialcatalog.com/eth-globalcanopyheight-10m-2020-version1,https://www.research-collection.ethz.ch/entities/researchdata/2ecca65c-bc7b-4e72-9b62-534d606a062e,Global canopy height map for the year 2020 derived from Sentinel-2 and GEDI.,"This dataset, hosted by the ETH Zurich Research Collection, provides a global canopy height map for 2020. It was created using data from Sentinel-2 and GEDI, offering valuable insights into forest structures and biomass. The resource is open access and available under a Creative Commons license.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-07T16:24:24.963Z
cmiuc2dbx00q8w171zufdk1m1,ETOPO Global Relief Model,etopo-global-relief-model,https://geospatialcatalog.com/etopo-global-relief-model,http://www.ngdc.noaa.gov/mgg/global/global.html,Provides comprehensive global relief data for Earth's land topography and ocean bathymetry.,"The ETOPO Global Relief Model offers integrated global terrain data, combining land elevation and ocean depth into a single dataset. It is a foundational resource for various earth science applications, research, and mapping projects.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:20.707Z
cmiuc3dp400y3w1718ydxhxlf,European Climate Assessment & Dataset,european-climate-assessment-dataset,https://geospatialcatalog.com/european-climate-assessment-dataset,https://www.ecad.eu/,Provides data and analysis on changes in European weather and climate extremes.,"This project offers comprehensive information and daily datasets for monitoring and analyzing changes in weather and climate extremes across Europe. Initiated by ECSN in 1998, it receives financial support from EUMETNET and the European Commission, regularly updating its extensive database with contributions from national meteorological agencies.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:33:08.138Z
cmiuc2g0c00qqw171z1xfzadm,European Ground Motion Service,european-ground-motion-service,https://geospatialcatalog.com/european-ground-motion-service,https://land.copernicus.eu/en/products/european-ground-motion-service,Provides consistent and reliable millimeter-accuracy information on natural and anthropogenic ground motion across Europe.,"The European Ground Motion Service (EGMS) offers high-precision data on ground movements across Copernicus participating countries. This service leverages space-based remote sensing technology, specifically Synthetic Aperture Radar Interferometry (InSAR) from Sentinel-1, to detect and measure ground motion with millimeter accuracy. The data is updated annually, supporting diverse applications from infrastructure monitoring to urban planning and climate change research.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:25.386Z
cmiuc39zj00x5w171j21hzpig,FAO Hand-in-Hand,fao-hand-in-hand,https://geospatialcatalog.com/fao-hand-in-hand,https://data.apps.fao.org/?lang=en,The FAO Hand-in-Hand Geospatial Platform provides open-access geographic information and agricultural statistics.,"The Hand-in-Hand (HiH) Geospatial Platform is an enabling tool for the HiH Initiative, offering over 2 million data layers for targeted, evidence-based interventions. This Digital Public Good provides open-access geographic information, key food security indicators, and agricultural statistics from FAO and external organizations like NGOs, academia, and space agencies.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:33:03.395Z
cmjohotlk000004l7c1z4kjr5,FIAtools,fiatools,https://geospatialcatalog.com/fiatools,https://fiatools.org/,"FIAtools offers an open-source Python ecosystem for comprehensive USDA Forest Service FIA data analysis, from raw plots to growth projections.","FIAtools offers an open-source Python ecosystem for USDA Forest Service FIA data analysis. It integrates pyFIA for high-performance survey data querying, gridFIA for spatial raster analysis, and pyFVS for tree growth simulations. An AI-powered interface, askFIA, enables natural language interaction for detailed forest inventory and biomass analysis.",Data|Open Source Software|Tooling,False,False,2025-12-28T08:18:50.758Z,2025-12-28T08:18:51.081Z
cmiuc32qm00vdw17136gqnbr7,Find Environmental Data,find-environmental-data,https://geospatialcatalog.com/find-environmental-data,http://www.environment.gov.au/metadataexplorer/explorer.jsp,"Discover, analyze and download data from Find Environmental Data.","This platform allows users to discover, analyze, and download environmental data. It supports various formats like CSV, KML, Zip, GeoJSON, GeoTIFF, and PNG, and provides API links for GeoServices, WMS, and WFS. Users can also analyze data with charts and thematic maps, and create StoryMaps and Web Maps.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:53.898Z
cmiuc2vbm00ubw171y21u4yas,Finnish Meteorological Institute,finnish-meteorological-institute,https://geospatialcatalog.com/finnish-meteorological-institute,http://en.ilmatieteenlaitos.fi/open-data-manual,The official manual for accessing Finnish meteorological and oceanographic open data via web services.,The Finnish Meteorological Institute publishes a significant portion of its meteorological and oceanographic datasets as Open Data. This documentation serves as a guide for developers to build applications using weather and oceanographic information through the institute's open data web services.,Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:45.241Z
cmiubzh3e00emw171xdk40g4x,FloodPlanet,floodplanet,https://geospatialcatalog.com/floodplanet,https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/Zhijie_FloodPlanet_2023,A curated dataset of manually labeled inundation data for deep learning applications in flood detection.,"The FloodPlanet dataset provides manually labeled inundation data, meticulously collected for advancing flood detection research. It serves as a crucial resource for training and validating deep learning models, utilizing high-resolution imagery from PlanetScope, Sentinel-1, and Sentinel-2 satellites. This version 1.0 dataset, contributed by Zhijie(JJ) Zhang and collaborators, is a valuable asset for the geospatial community.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:05.861Z
cmiubzqei00gaw171klg6szdy,Florida DEP Geospatial Open Data,florida-dep-geospatial-open-data,https://geospatialcatalog.com/florida-dep-geospatial-open-data,https://geodata.dep.state.fl.us/,Florida Department of Environmental Protection's portal for geospatial open data and resources.,"This platform provides access to a wide array of geospatial open data related to Florida's environmental protection efforts. Users can explore datasets categorized by environmental themes, search for specific projects, and access featured applications and StoryMaps. It serves as a central hub for environmental data maintained by the Florida DEP.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:20.099Z
cmiuc2vcg00ucw171l4g31yow,Florida Geographic Data Library,florida-geographic-data-library,https://geospatialcatalog.com/florida-geographic-data-library,http://www.fgdl.org/metadataexplorer/explorer.jsp,A comprehensive repository for current and archived geospatial data specific to Florida.,"The Florida Geographic Data Library (FGDL) offers a centralized collection of geospatial data for the state of Florida. It provides users with access to current and archived data through various catalogs and a dedicated explorer. This resource is maintained by the University of Florida GeoPlan Center, supporting a wide range of GIS applications and research needs within the region.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:45.247Z
cmiuc2qm700t6w171rbw32prt,Florida Geospatial Open Data Portal,florida-geospatial-open-data-portal,https://geospatialcatalog.com/florida-geospatial-open-data-portal,https://geodata.floridagio.gov/,Explore Florida's Geospatial Open Data Portal,"This portal provides free access to Florida's geospatial open data, offering a centralized hub for various datasets. Users can download raw data in multiple open formats, including CSV, KML, ESRI Shapefile, and GeoJSON. It also features specialized datasets like the 2025 Statewide Parcel Data and links to agency-specific data portals.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:40.149Z
cmjczhjt2000104l9oss1rn13,FoodTwin,foodtwin,https://geospatialcatalog.com/foodtwin,https://foodtwin.theplotline.org/,This tool visualizes global food production and calorie variance across various food categories.,"FoodTwin offers an interactive platform for exploring global food system data. It provides insights into calorie production variance for diverse food categories, including grains, vegetables, and meat, enabling users to understand regional differences and trends.",Data,False,False,2025-12-19T14:47:53.438Z,2025-12-19T14:48:34.833Z
cmiuc1rqi00mbw171o0k0mzfc,Forest Canopy Height in Mexican Ecosystems,forest-canopy-height-in-mexican-ecosystems,https://geospatialcatalog.com/forest-canopy-height-in-mexican-ecosystems,https://lila.science/datasets/forest-canopy-height-in-mexican-ecosystems,A dataset offering lidar and Landsat-derived forest canopy height and vegetation indices for Mexican ecosystems.,"This dataset combines airborne lidar and Landsat satellite data to map vegetation structure in Mexican ecosystems. It includes lidar-derived canopy height values and Landsat-derived vegetation indices for 499,925 sample points across 1,105 aerial images, enabling fine-resolution ecological restoration monitoring.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:31:54.098Z
cmiuc09jg00kpw171i8tq2hia,Forêt ouverte,foret-ouverte,https://geospatialcatalog.com/foret-ouverte,https://www.foretouverte.gouv.qc.ca/,Forêt ouverte is a portal for the dissemination of ecoforest data from the Government of Québec.,"Forêt ouverte serves as the official portal for accessing ecoforest data provided by the Government of Québec. It features an interactive map that enables users to explore a wide array of environmental and forestry information. The platform also offers various tools and resources, including a map catalog, search functionalities, and contact options for support.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:42.880Z
cmjczuzek000004llidx0h5q9,Foursquare OS Places,foursquare-os-places,https://geospatialcatalog.com/foursquare-os-places,https://places.foursquare.com/,"Offers a global platform for location data, points of interest, and developer APIs to power various applications.","This portal provides access to Foursquare's extensive database of places, offering rich location intelligence for businesses. It includes detailed information on millions of points of interest, enabling developers to integrate powerful location-based functionalities into their products.",Data|Tooling,False,False,2025-12-19T14:58:20.296Z,2025-12-19T14:58:20.728Z
cmiuc28g000oww171rtnpipvh,Freshwater Ecoregions of the World,freshwater-ecoregions-of-the-world,https://geospatialcatalog.com/freshwater-ecoregions-of-the-world,https://www.feow.org/download,A global biogeographical regionalization of the Earth's freshwater biodiversity.,"The Freshwater Ecoregions of the World (FEOW) project provides a comprehensive global biogeographical regionalization of Earth's freshwater biodiversity. This resource offers various downloadable files, including GIS shapefiles, Google Earth KMLs, and informational documents, to facilitate research and conservation efforts. It serves as a crucial tool for understanding and mapping global freshwater ecosystems and their unique biodiversity patterns.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:15.555Z
cmiuc2a4h00pfw171tacs11ci,FWS Wetlands,fws-wetlands,https://geospatialcatalog.com/fws-wetlands,https://www.fws.gov/wetlands/,A comprehensive resource for U.S. wetland data and conservation information.,"The U.S. Fish and Wildlife Service (FWS) Wetlands program provides a central repository for geospatial data and information concerning wetland ecosystems across the United States. This vital resource supports critical conservation efforts, environmental planning, and scientific research. It offers accessible resources for understanding wetland status, trends, and values.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:19.013Z
cmiuc398a00x0w17198c8qy5h,G-Econ,g-econ,https://geospatialcatalog.com/g-econ,http://gecon.yale.edu/,A global geophysically based dataset on economic activity at a 1-degree resolution.,"The G-Econ research project develops a geophysically based global dataset on economic activity. It provides ""gross cell product"" (GCP) for all regions at a 1-degree longitude by 1-degree latitude resolution. The current dataset, GEcon 4.0, covers 1990, 1995, 2000, and 2005, offering 27,500 terrestrial observations.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:33:03.322Z
cmiuc2qkk00t1w171v7p4keaj,GADM,gadm,https://geospatialcatalog.com/gadm,http://gadm.org/,Provides global administrative area maps and spatial data for all countries and their sub-divisions.,"GADM offers comprehensive geospatial data and maps depicting the administrative divisions of every country worldwide. Users can browse these maps online or download the spatial data to integrate into their own GIS projects and applications. This resource serves as a valuable repository for researchers, mappers, and analysts requiring detailed global administrative boundaries.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:40.099Z
cmiuc2oiu00sqw17110pil48u,gagiohome,gagiohome,https://geospatialcatalog.com/gagiohome,https://data-hub.gio.georgia.gov/,"Discover, analyze, and download geospatial data for the state of Georgia.","This platform serves as a central hub for discovering, analyzing, and downloading geospatial data related to Georgia. Users can access data in various formats like CSV, KML, GeoJSON, GeoTIFF, and PNG, along with API links for GeoServices, WMS, and WFS. It also offers tools for data analysis through charts and thematic maps, and supports the creation of StoryMaps and Web Maps.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:35.620Z
cmiuc04va00jjw171l4pqfene,GEBCO,gebco,https://geospatialcatalog.com/gebco,http://www.gebco.net/,"GEBCO provides the most authoritative, publicly available bathymetry data sets for the world's oceans.","The General Bathymetric Chart of the Oceans (GEBCO) is dedicated to providing the most authoritative, publicly available bathymetry data sets for the world's oceans. This initiative offers a comprehensive range of data products, including gridded bathymetry, undersea feature names, and web services, aiming to facilitate ocean exploration and understanding.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:37.704Z
cmiubzjw400f3w171ag7yomsb,GEDI L4A Aboveground Biomass Density,gedi-l4a-aboveground-biomass-density,https://geospatialcatalog.com/gedi-l4a-aboveground-biomass-density,https://registry.opendata.aws/nasa-gedil4aagbdensityv212056/,A dataset providing global footprint-level aboveground biomass density and prediction standard error from NASA's GEDI mission.,"This dataset offers Global Ecosystem Dynamics Investigation (GEDI) Level 4A Version 2 predictions of aboveground biomass density (AGBD) in Mg/ha and associated standard error estimates. It is derived from lidar waveform relative height metrics, calibrated with field plot data. The data covers the global latitude band observed by the International Space Station (ISS), providing crucial information for ecosystem and land cover studies.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:10.625Z
cmiuc31wr00v6w171dbgau6b3,geezacoleman/OpenSourceAgriculture,geezacolemanopensourceagriculture,https://geospatialcatalog.com/geezacolemanopensourceagriculture,https://github.com/geezacoleman/OpenSourceAgriculture?tab=readme-ov-file,"Collating all open-source datasets, software tools and deployment platforms related to open-source agriculture.","This GitHub repository serves as a comprehensive collection point for open-source resources dedicated to agriculture. It aims to centralize access to datasets, software tools, and deployment platforms that support open-source agricultural practices and research. The initiative provides a valuable hub for developers, researchers, and practitioners in the agri-tech community.",Data|Open Source Software|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:53.785Z
cmiuc0d5100lkw171176nst1a,geo-spatial.org Romania Vector Data,geo-spatialorg-romania-vector-data,https://geospatialcatalog.com/geo-spatialorg-romania-vector-data,https://geo-spatial.org/vechi/download/romania-seturi-vectoriale,"Provides general vector datasets for Romania, frequently updated and available in various formats and via web services.","This page offers general vector datasets for Romania, including administrative boundaries, state frontiers, and localities. Data is frequently updated and accessible in multiple formats like Shapefile, TopoJSON, FlatGeobuf, CSV, and KML. Users can also access the data via WMS/WFS web services or visualize it online through an Open Layers application.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:47.587Z
cmiuc2ksw00rtw171htlhve9m,geo.admin.ch,geoadminch,https://geospatialcatalog.com/geoadminch,https://www.geo.admin.ch/de,"The official geoportal of the Swiss Federal Administration, providing access to geolocated information, data, and services.","geo.admin.ch serves as the central platform for all geolocated information, data, and services managed by the Swiss Federal Administration. Public institutions make these resources available, ensuring public access via the internet. It acts as a comprehensive hub for national geospatial data.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:30.754Z
cmiuc32qp00vew171nia7mer9,geo2day,geo2day,https://geospatialcatalog.com/geo2day,https://geo2day.com/,Download free OpenStreetMap vector data extracts by region in various GIS formats.,"Geo2day provides free OpenStreetMap (OSM) vector data extracts, organized by continent and country. Users can download pre-processed GIS data in multiple formats like ESRI Shape, GeoPackage, Geodatabase, GeoJSON, PBF, CSV, and TAB. This independent project facilitates access to OSM data for various geospatial applications.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:53.900Z
cmiuc2d0z00q0w1713kj4ozfh,geoBoundaries,geoboundaries,https://geospatialcatalog.com/geoboundaries,https://www.geoboundaries.org/,An open database of political administrative boundaries.,"geoBoundaries is an online, open-license resource providing a global database of political administrative boundaries for every country. It tracks approximately 1 million boundaries across over 200 entities, making data available for visualization and download in common file formats. This platform is a collaborative effort by the community and William & Mary geoLab.",Data|Open Source Software,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:20.626Z
cmiuc2gr100qxw171typetlz1,Geocatmin,geocatmin,https://geospatialcatalog.com/geocatmin,http://geocatmin.ingemmet.gob.pe/geocatmin/index_en.html?idioma=EN,"Geocatmin is an agile geographic information system designed for interactive, easy-to-use data access and comprehension.","Geocatmin is an agile geographic information system that facilitates interactive and easy access to and comprehension of information. It provides comprehensive geological, mining, and energy data, primarily focusing on Peru but also including global information.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:25.485Z
cmiuc1rx000mew1711xdm79lw,GEODATA.gov.gr,geodatagovgr,https://geospatialcatalog.com/geodatagovgr,http://geodata.gov.gr/geodata/,"Open data, accessible to all!","GEODATA.gov.gr is the official open geospatial data portal for Greece, providing public access to a wide range of spatial datasets. This platform serves as a central hub for discoverable and downloadable geographic information from various Greek government agencies and organizations. It aims to foster transparency and enable data-driven initiatives across different sectors.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:31:55.320Z
cmiuc2hx300r7w171bdojgjy7,GeoData@Wisconsin,geodatawisconsin,https://geospatialcatalog.com/geodatawisconsin,https://geodata.wisc.edu/,GeoData@Wisconsin serves as a central access point for geospatial data related to the state of Wisconsin.,"GeoData@Wisconsin functions as a comprehensive online repository for geospatial data pertaining to the state of Wisconsin. Users can explore and download a wide variety of datasets, with options for bulk downloads and advanced search functionalities. The platform is a collaborative effort involving the University of Wisconsin and several partner organizations dedicated to geographic information.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:29.106Z
cmiuc23xs00o8w171b0qtk4nz,GeoDiscover Alberta,geodiscover-alberta,https://geospatialcatalog.com/geodiscover-alberta,https://geodiscover.alberta.ca/geoportal/,A portal for enhanced details and access to Alberta's geospatial data.,"GeoDiscover Alberta serves as a comprehensive portal for accessing and exploring geospatial data specific to the province of Alberta. It offers tools for searching data, viewing PDF maps, and utilizing an interactive map viewer to combine government and user data. The platform aims to enhance understanding and use of Alberta's geographic information for various purposes.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:10.900Z
cmiuc35n300w6w171fcj3g702,GeoDOT Open Data Portal,geodot-open-data-portal,https://geospatialcatalog.com/geodot-open-data-portal,https://geodot-massdot.hub.arcgis.com/pages/open-data-portal,GeoDOT's Open Data Portal provides access to a wide range of Massachusetts transportation and environmental datasets for spatial analysis.,This portal offers a comprehensive collection of open datasets from the Massachusetts Department of Transportation (MassDOT). Users can search for and download data in various formats suitable for spatial analysis and web integration. The portal organizes its extensive data into categories and highlights key layers for easy discovery and use.,Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:58.637Z
cmiuc1w8g00njw171yefp0sg3,Geofabrik,geofabrik,https://geospatialcatalog.com/geofabrik,https://download.geofabrik.de/,"Download OpenStreetMap data extracts for self-hosting and data analysis, updated daily.","Geofabrik provides free, daily updated OpenStreetMap data extracts for various global regions. Users can download OSM PBF and Shapefiles for self-hosting or data analysis. The service explicitly excludes personal metadata from OSM objects due to EU data protection regulations.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:31:58.741Z
cmiubzjzj00f7w1719ocufs0z,Geographic Information Systems Stack Exchange,geographic-information-systems-stack-exchange,https://geospatialcatalog.com/geographic-information-systems-stack-exchange,http://gis.stackexchange.com,"Q&A for cartographers, geographers and GIS professionals","Geographic Information Systems Stack Exchange is a dedicated Q&A platform for professionals and enthusiasts in cartography, geography, and GIS. It serves as a community-driven resource where users can ask questions, share knowledge, and learn from peers about various aspects of geospatial technology and applications.",Data|Open Source Software|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:10.637Z
cmiuc24t600oew171c0jqszev,Geographic Names Server,geographic-names-server,https://geospatialcatalog.com/geographic-names-server,https://geonames.nga.mil/geonames/GNSData/,"Provides complete, downloadable files of geographic names for geopolitical areas worldwide.","This service offers geographic names data in a tab-delimited text format, suitable for GIS, databases, and spreadsheets. Data is available as a single global dataset, broken out by feature classification, or by individual country files. It provides powerful capabilities for data analysis, manipulation, and display for end users.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:11.004Z
cmiuc2d3t00q4w171i3s9ms2c,GeoHub,geohub,https://geospatialcatalog.com/geohub,https://data.geospatialhub.org/,The Wyoming Geospatial Hub is the primary site for the discovery and delivery of publicly accessible geospatial data in the state of Wyoming.,"The Wyoming Geospatial Hub serves as the central platform for discovering and accessing publicly available geospatial data across the state of Wyoming. It offers a comprehensive collection of datasets categorized by themes such as administrative boundaries, agriculture, climate, ecology, and infrastructure. This hub is a crucial resource for government agencies, businesses, researchers, and the public seeking geographical information specific to Wyoming.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:20.701Z
cmiuc322100vbw17178iihceg,GEOIDEA.RO,geoidearo,https://geospatialcatalog.com/geoidearo,https://geoidea.ro/,A project improving the scientific basis for open geodata model adoption in Romania.,"GEOIDEA.RO (GEodata Openness Initative for Development and Economic Advancement in ROmania) is a collaborative project between ETH Zurich and the Technical University of Civil Engineering Bucharest. Launched in January 2013, it aims to enhance the scientific foundations for integrating open geodata models within Romania. The project is co-financed by a grant from Switzerland through the Swiss Contribution to the enlarged European Union.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:53.871Z
cmiubzjx400f4w171v04iuksm,Geological Survey Ireland,geological-survey-ireland,https://geospatialcatalog.com/geological-survey-ireland,https://www.gsi.ie/en-ie/data-and-maps/Pages/default.aspx,Providing comprehensive geospatial datasets and online viewers for various geological themes in Ireland.,"Geological Survey Ireland offers a wide array of geospatial datasets and online map viewers covering diverse geological aspects like bedrock, geochemistry, groundwater, marine, and geohazards. Users can access data through online viewers, download zip files, and utilize web services. The data is provided under a Creative Commons Attribution 4.0 International license, requiring specific attribution.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:10.630Z
cmiuc2fw100qmw171ih1qdtam,GeoNet Aotearoa New Zealand Data,geonet-aotearoa-new-zealand-data,https://geospatialcatalog.com/geonet-aotearoa-new-zealand-data,https://registry.opendata.aws/geonet/,GeoNet provides essential geological hazard information for Aotearoa New Zealand.,"This dataset contains various data and products recorded by the GeoNet sensor network, crucial for monitoring natural hazards across New Zealand. It includes GNSS, coastal gauge, camera images, waveform, seismic, and time series data, all vital for geological hazard assessment.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:25.354Z
cmiuc1w9w00nkw171x5ryldz7,GeoNOVA,geonova,https://geospatialcatalog.com/geonova,https://geonova.novascotia.ca/geodata,Find spatial data collections available in Nova Scotia and create your own maps.,"This service provides access to spatial data collections for Nova Scotia, allowing users to create maps and understand how geographic information aids decision-making. It offers public access to provincial geodata as part of a commitment to improve information access and transparency.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:31:58.758Z
cmiuc2f4500qew171sfjjpwq2,Geoportaal van Overijssel,geoportaal-van-overijssel,https://geospatialcatalog.com/geoportaal-van-overijssel,http://www.geoportaaloverijssel.nl,"The official geospatial portal for the Province of Overijssel, offering access to maps, GIS files, and services.","This geoportal serves as a central hub for spatial data related to the Province of Overijssel in the Netherlands. It provides users with access to a wide range of maps (PDFs), spatial (GIS) files, and associated services, ensuring data and descriptions are regularly updated. Users can search, browse, view, and download current geospatial datasets directly from the platform.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:25.247Z
cmiuc38e500wqw1712hxlyiko,Geoportal ARSO,geoportal-arso,https://geospatialcatalog.com/geoportal-arso,http://gis.arso.gov.si/geoportal/catalog/main/home.page,The official Slovenian Environmental Agency geoportal providing access to environmental data and thematic maps.,"This geoportal serves as a central hub for accessing a wide range of environmental data and interactive maps from the Slovenian Environmental Agency (ARSO). It features updated resources, including an environmental atlas and specialized thematic maps for various monitoring efforts.

Users can explore data related to water quality, soil conditions, and other critical environmental parameters, often presented through interactive dashboards and story maps.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:33:03.195Z
cmiuc2bf100pkw171egwydpdm,Geoportal.de,geoportalde,https://geospatialcatalog.com/geoportalde,https://www.geoportal.de/,Germany's national geospatial portal for official geodata and interactive mapping tools.,"This official German government portal offers a centralized platform for discovering and utilizing geospatial information from various federal and state authorities. It provides interactive map views, diverse base layers, and advanced tools for data analysis and visualization. Users can explore a wide range of topics and integrate their own WMS services.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:20.432Z
