tower_id,state,n_corrective_36mo,months_in_service,lambda_true,needed_corrective_maintenance
MY_N12546408513,Kelantan,2,36.0,3.268282,1
MY_W810687871,Kelantan,0,36.0,0.0012,0
MY_N13459535295,Kelantan,0,36.0,0.287888,0
MY_N11972377225,Malacca,0,36.0,2e-06,0
MY_N4963875869,Malacca,8,36.0,9.181221,1
MY_W1312628412,Kelantan,0,36.0,0.058236,0
MY_N8791272543,Negeri Sembilan,3,36.0,2.756794,1
MY_N4970042970,Malacca,0,36.0,1.441596,0
MY_W822583264,Kelantan,0,36.0,0.016083,0
MY_W822583298,Kelantan,3,36.0,1.892062,1
MY_W818064274,Kelantan,6,36.0,2.764311,1
MY_N6555076109,Malacca,0,36.0,0.226824,0
MY_N4970042971,Malacca,0,36.0,0.001305,0
MY_N9324749766,Kelantan,0,36.0,1.1e-05,0
MY_W1492798729,Kelantan,0,36.0,0.001013,0
MY_W1311799403,Kelantan,0,36.0,0.077154,0
MY_W1386907231,Pahang,25,36.0,22.089223,1
MY_N5012069413,Malacca,0,36.0,0.003758,0
MY_N5723067598,Malacca,0,36.0,0.000656,0
MY_N3813367954,Kelantan,0,36.0,0.039971,0
MY_N1870943138,Kelantan,0,36.0,0.005098,0
MY_N4970042972,Malacca,0,36.0,0.000113,0
MY_N4999309149,Malacca,0,36.0,0.00069,0
MY_N1869579109,Kelantan,0,36.0,0.000756,0
MY_N8794834933,Negeri Sembilan,0,36.0,1e-06,0
MY_N8794834932,Negeri Sembilan,0,36.0,0.0,0
MY_N8794834931,Negeri Sembilan,0,36.0,1e-06,0
MY_N4970042973,Malacca,0,36.0,0.001905,0
MY_N11972345281,Malacca,0,36.0,0.0,0
MY_N13679676092,Kelantan,0,36.0,0.081842,0
MY_N3902995323,Malacca,0,36.0,2.8e-05,0
MY_N13700552576,Malacca,0,36.0,0.011575,0
MY_N9099933246,Malacca,0,36.0,0.0014,0
MY_W1529662867,Negeri Sembilan,0,36.0,0.000348,0
MY_N13953354888,Malacca,0,36.0,0.005207,0
MY_N13701267976,Kelantan,0,36.0,0.159978,0
MY_N13919815292,Malacca,0,36.0,0.029076,0
MY_N13659918586,Kelantan,35,36.0,28.8,1
MY_N13116648924,Malacca,0,36.0,0.001013,0
MY_N13977483959,Malacca,0,36.0,0.001129,0
MY_N14017332911,Malacca,0,36.0,1.5e-05,0
MY_N13057626241,unassigned,5,36.0,5.222187,1
MY_N9038308804,Kelantan,1,36.0,0.109939,1
MY_N3902995322,Malacca,0,36.0,0.00359,0
MY_N3902995321,Malacca,0,36.0,0.000141,0
MY_N9038308801,Kelantan,0,36.0,0.000383,0
MY_W1318445327,Kelantan,0,36.0,0.004297,0
MY_W1318445329,Kelantan,1,36.0,1.675236,1
MY_W1318445322,Kelantan,0,36.0,0.000194,0
MY_W1318445328,Kelantan,0,36.0,0.003661,0
MY_N4951837872,Malacca,0,36.0,1.2e-05,0
MY_N11142031514,Malacca,0,36.0,0.004433,0
MY_N13710652786,Kelantan,0,36.0,0.000421,0
MY_N13682521098,Kelantan,2,36.0,4.016343,1
MY_N6251035648,Kelantan,0,36.0,0.04395,0
MY_N8920295576,Kelantan,17,36.0,15.370866,1
MY_N9038308802,Kelantan,0,36.0,0.013288,0
MY_N8962634816,Kelantan,1,36.0,2.560595,1
MY_N13682521114,Kelantan,1,36.0,0.115122,1
MY_N13682149677,Kelantan,0,36.0,0.001758,0
MY_N6721910508,Malacca,0,36.0,8e-06,0
MY_N6721910509,Malacca,0,36.0,9e-06,0
MY_N8923088437,Kelantan,27,36.0,20.582705,1
MY_N14089499502,Malacca,0,36.0,0.004062,0
MY_N8330712478,Pahang,0,36.0,0.265716,0
MY_N9810551836,Pahang,0,36.0,0.003914,0
MY_N8813291617,Kelantan,0,36.0,0.211464,0
MY_N5821570253,Malacca,0,36.0,0.002003,0
MY_N5825177638,Malacca,0,36.0,0.001581,0
MY_N13710662203,Kelantan,0,36.0,4.7e-05,0
MY_N13672724268,Kelantan,0,36.0,0.026442,0
MY_N8813215619,Kelantan,0,36.0,0.058888,0
MY_N8812260333,Kelantan,20,36.0,22.276196,1
MY_N6119769616,Malacca,0,36.0,0.046302,0
MY_N8330792847,Pahang,0,36.0,0.008959,0
MY_N13684596777,Kelantan,0,36.0,0.000424,0
MY_N9810551665,Pahang,8,36.0,7.32713,1
MY_N13690665303,Pahang,0,36.0,0.10384,0
MY_N5991228999,Malacca,0,36.0,0.016951,0
MY_N13691070933,Pahang,0,36.0,0.000388,0
MY_N3901607133,Pahang,0,36.0,0.932904,0
MY_N8948810495,Malacca,0,36.0,1e-06,0
MY_N8948862269,Malacca,0,36.0,8e-06,0
MY_N9038308803,Kelantan,0,36.0,0.445718,0
MY_W968313453,Pahang,0,36.0,1e-06,0
MY_W968313454,Pahang,0,36.0,0.001296,0
MY_W968313455,Pahang,0,36.0,3.6e-05,0
MY_N3901607132,Pahang,1,36.0,1.231496,1
MY_N8971151860,Kelantan,0,36.0,0.002747,0
MY_N3901150079,Pahang,0,36.0,0.008414,0
MY_N8971256083,Kelantan,0,36.0,0.016199,0
MY_N3901607131,Pahang,0,36.0,0.173078,0
MY_N8946302294,Malacca,0,36.0,1e-06,0
MY_N3901607088,Pahang,1,36.0,0.425352,1
MY_N3901387616,Pahang,13,36.0,10.579691,1
MY_N3901607068,Pahang,0,36.0,0.094023,0
MY_N13858903199,Negeri Sembilan,0,36.0,0.0,0
MY_N13858903200,Negeri Sembilan,0,36.0,1.9e-05,0
MY_N8015247585,Kelantan,0,36.0,0.050389,0
MY_N3902995319,Malacca,0,36.0,0.59626,0
MY_W1435379188,Malacca,0,36.0,0.0,0
MY_N8327095826,Pahang,24,36.0,26.246617,1
MY_N6833359897,Malacca,3,36.0,4.089306,1
MY_N3902995320,Malacca,0,36.0,0.022764,0
MY_W1318195110,Terengganu,0,36.0,0.074094,0
MY_N8988150886,Kelantan,1,36.0,0.560548,1
MY_N8988150887,Kelantan,0,36.0,0.549714,0
MY_N8988150888,Kelantan,3,36.0,0.490974,1
MY_N8988150889,Kelantan,1,36.0,2.2597,1
MY_N8988150890,Kelantan,0,36.0,0.249374,0
MY_N8988150892,Kelantan,1,36.0,1.318186,1
MY_N8988150891,Kelantan,0,36.0,0.469483,0
MY_N11148230157,Terengganu,1,36.0,0.316064,1
MY_N8955815813,Kelantan,1,36.0,0.230716,1
MY_N9040016333,Johor,6,36.0,4.601982,1
MY_N9040016332,Johor,8,36.0,6.888226,1
MY_N11099179697,Terengganu,0,36.0,3.6e-05,0
MY_N8883327417,Terengganu,0,36.0,0.000453,0
MY_N8370639164,Johor,0,36.0,0.006491,0
MY_N13495665455,Terengganu,8,36.0,11.544256,1
MY_N6034372552,Johor,2,36.0,1.258841,1
MY_N13495459821,Terengganu,6,36.0,2.65301,1
MY_N8482428335,Johor,0,36.0,0.00393,0
MY_N9040016327,Johor,0,36.0,0.124813,0
MY_N9040016329,Johor,0,36.0,0.018477,0
MY_N9040016328,Johor,0,36.0,0.00679,0
MY_N9040016326,Johor,0,36.0,0.042184,0
MY_W526039065,Negeri Sembilan,0,36.0,0.0,0
MY_N13564516539,Terengganu,0,36.0,0.000151,0
MY_N8899877343,Johor,0,36.0,0.001988,0
MY_N8899964140,Terengganu,0,36.0,0.020083,0
MY_N8899964135,Terengganu,6,36.0,3.475924,1
MY_N8899990561,Terengganu,8,36.0,5.681067,1
MY_N8899964134,Terengganu,2,36.0,2.623647,1
MY_N11190210332,Johor,0,36.0,5.6e-05,0
MY_N11190210319,Johor,0,36.0,0.058636,0
MY_N8904189343,Johor,0,36.0,0.015786,0
MY_N13502641928,Terengganu,20,36.0,23.201086,1
MY_N8456957357,Johor,0,36.0,0.040628,0
MY_N13251167214,Terengganu,0,36.0,0.0,0
MY_W1262090419,Terengganu,0,36.0,0.0,0
MY_N4027233384,Terengganu,0,36.0,0.284973,0
MY_N3989115263,Terengganu,0,36.0,0.002254,0
MY_N8927264925,Pahang,0,36.0,1.585351,0
MY_N8022325824,Johor,1,36.0,1.101284,1
MY_N13507319534,Terengganu,0,36.0,0.009645,0
MY_N13564968138,Terengganu,0,36.0,0.134413,0
MY_N610175376,Johor,9,36.0,4.190087,1
MY_N12383562688,Johor,7,36.0,6.422111,1
MY_N12383562687,Johor,0,36.0,0.019703,0
MY_N8930207046,Terengganu,0,36.0,0.079961,0
MY_N13564515921,Terengganu,0,36.0,0.008285,0
MY_N8930320928,Pahang,0,36.0,1.6e-05,0
MY_N13186063976,Terengganu,0,36.0,1.1e-05,0
MY_N8935231315,Terengganu,0,36.0,0.000989,0
MY_N8935231314,Terengganu,0,36.0,0.035277,0
MY_N13544527378,Terengganu,1,36.0,3.812705,1
MY_N9040099170,Johor,0,36.0,0.000379,0
MY_W1264795110,Johor,0,36.0,0.000232,0
MY_N8971623432,Terengganu,0,36.0,0.002897,0
MY_N3902995318,Johor,7,8.0,5.490205,1
MY_W1265004387,Johor,0,36.0,0.000243,0
MY_N8647935020,Johor,0,36.0,0.288235,0
MY_N8646761662,Johor,0,36.0,0.000293,0
MY_N8646761663,Johor,0,36.0,0.010421,0
MY_N8645028382,Johor,0,36.0,0.108202,0
MY_N8979761302,Pahang,0,36.0,0.000312,0
MY_N9040090261,Johor,0,36.0,0.081704,0
MY_N3720847447,Johor,6,36.0,4.859452,1
MY_N13013877873,Terengganu,23,36.0,24.359397,1
MY_N9040032180,Johor,0,36.0,7.7e-05,0
MY_N9040032179,Johor,0,36.0,0.16035,0
MY_N13456366477,Terengganu,2,36.0,0.836147,1
MY_N8982897335,Terengganu,0,36.0,0.00081,0
MY_N3902995316,Johor,0,36.0,0.000405,0
MY_N13526011249,Terengganu,12,36.0,20.547323,1
MY_N8987661324,Pahang,29,36.0,24.903133,1
MY_N13517883535,Terengganu,41,36.0,28.128039,1
MY_N3902995314,Johor,0,36.0,0.654778,0
MY_N3902995315,Johor,0,36.0,5.3e-05,0
MY_N13331200714,Terengganu,7,36.0,4.739305,1
MY_N8785281387,Johor,0,36.0,0.025433,0
MY_N13331200716,Terengganu,2,36.0,2.676745,1
MY_N13526994647,Terengganu,0,36.0,9.7e-05,0
MY_N10701796645,Johor,0,36.0,0.0033,0
MY_N8992708257,Terengganu,0,36.0,0.033042,0
MY_N12062187762,Terengganu,0,36.0,0.163669,0
MY_N3902995313,Johor,0,36.0,0.001297,0
MY_N3902995312,Johor,0,36.0,0.000403,0
MY_W1497883954,Pahang,0,36.0,0.067226,0
MY_N9040072040,Johor,0,36.0,0.065139,0
MY_N13331200717,Terengganu,1,36.0,2.532205,1
MY_N13331200718,Terengganu,0,36.0,0.338418,0
MY_N8998441828,Pahang,0,36.0,0.000102,0
MY_N8998441829,Pahang,0,36.0,0.00076,0
MY_N3902995311,Johor,0,36.0,0.29391,0
MY_W843347331,Johor,0,36.0,0.001695,0
MY_W1304274095,Terengganu,0,36.0,0.032246,0
MY_N3902995310,Johor,13,36.0,10.432078,1
MY_N9003249367,Pahang,23,36.0,25.852592,1
MY_N9003249366,Pahang,1,36.0,0.267732,1
MY_N9003249365,Pahang,1,36.0,0.932525,1
MY_N8762031836,Johor,0,36.0,0.175173,0
MY_N3902995309,Johor,7,36.0,3.914674,1
MY_N9004704904,Terengganu,0,36.0,0.000539,0
MY_N9004704891,Terengganu,1,36.0,0.449651,1
MY_N5991600704,Terengganu,0,36.0,1.4e-05,0
MY_W1270085205,Pahang,0,36.0,1e-06,0
MY_W1270085203,Pahang,35,36.0,24.468097,1
MY_W1270085213,Pahang,0,36.0,0.000716,0
MY_W1270085208,Pahang,0,36.0,1.3e-05,0
MY_N3902995303,Johor,0,36.0,0.007047,0
MY_W1098994137,Pahang,0,36.0,8e-05,0
MY_N8805785687,Johor,0,36.0,1.103906,0
MY_N3902995302,Johor,3,36.0,0.755413,1
MY_N8806058356,Johor,6,36.0,5.133036,1
MY_N9040016373,Johor,0,36.0,0.042535,0
MY_N3902995301,Johor,19,36.0,23.549441,1
MY_N9066954157,Pahang,1,36.0,1.273806,1
MY_N13481076521,Pahang,0,36.0,3e-05,0
MY_N13406960825,Pahang,0,36.0,0.000227,0
MY_N9084071195,Pahang,18,36.0,28.799993,1
MY_N13651261629,Pahang,0,36.0,0.295181,0
MY_N13522010386,Pahang,0,36.0,0.088352,0
MY_N3902995275,Johor,8,36.0,7.431349,1
MY_N13415562182,Pahang,0,36.0,0.000212,0
MY_N13415595016,Pahang,0,36.0,0.00178,0
MY_N13415562181,Pahang,0,36.0,0.002552,0
MY_N13415562180,Pahang,0,36.0,0.045653,0
MY_N5365310004,Pahang,0,36.0,0.00021,0
MY_N8176878231,Terengganu,5,36.0,2.817006,1
MY_N6643210358,Pahang,0,36.0,0.003584,0
MY_N11151660426,Pahang,20,36.0,13.233278,1
MY_W1201224318,Johor,0,36.0,0.062294,0
MY_W1267147816,Pahang,0,36.0,1.2e-05,0
MY_W1267147818,Pahang,0,36.0,2e-05,0
MY_W1267147817,Pahang,0,36.0,0.001053,0
MY_W1267147815,Pahang,1,36.0,2.067391,1
MY_W1267147829,Pahang,0,36.0,0.357219,0
MY_W1267147827,Pahang,0,36.0,0.00132,0
MY_W1267147830,Pahang,0,36.0,0.000785,0
MY_W1267147836,Pahang,0,36.0,0.018678,0
MY_N11139114232,Johor,0,36.0,0.000162,0
MY_N11139114233,Johor,0,36.0,1.2e-05,0
MY_W1267147841,Pahang,0,36.0,0.000169,0
MY_N13617864927,Pahang,0,36.0,0.634123,0
MY_W1267064693,Pahang,16,36.0,14.230601,1
MY_N13430456062,Pahang,0,36.0,4e-06,0
MY_N3902995238,Johor,2,36.0,1.317161,1
MY_N8614668705,Terengganu,0,36.0,0.184089,0
MY_W1304210537,Terengganu,0,36.0,1.032031,0
MY_W1304210538,Terengganu,0,36.0,0.011794,0
MY_W1304210539,Terengganu,0,36.0,0.028488,0
MY_W1304210547,Terengganu,0,36.0,0.002505,0
MY_W1304210549,Terengganu,0,36.0,2e-06,0
MY_W1304967763,Terengganu,0,36.0,0.001762,0
MY_N8191059241,Johor,24,36.0,25.325148,1
MY_N13103284367,Johor,26,36.0,28.501857,1
MY_N8439185733,Pahang,2,36.0,2.263486,1
MY_N13165619831,Johor,0,36.0,0.015327,0
MY_N7848117003,Terengganu,0,36.0,0.272354,0
MY_N8422298542,Pahang,26,36.0,28.8,1
MY_N2894780935,Pahang,4,36.0,2.426785,1
MY_N8617095383,Terengganu,0,36.0,3e-06,0
MY_N8637257819,Terengganu,1,36.0,0.630297,1
MY_N8418750930,Johor,0,36.0,0.602091,0
MY_N8637709581,Terengganu,0,36.0,0.00054,0
MY_N8621891632,Terengganu,0,36.0,1e-05,0
MY_W1303810175,Terengganu,0,36.0,0.055101,0
MY_W1303810174,Terengganu,0,36.0,0.045394,0
MY_W1303814691,Terengganu,0,36.0,0.579432,0
MY_W1303814692,Terengganu,0,36.0,0.004433,0
MY_W1303814690,Terengganu,1,36.0,0.204465,1
MY_W1303814689,Terengganu,0,36.0,0.03349,0
MY_N6700401660,Johor,0,36.0,0.00021,0
MY_N3902995237,Johor,0,36.0,0.000338,0
MY_N3902995230,Johor,0,36.0,0.000271,0
MY_N3902995227,Johor,0,36.0,0.006025,0
MY_W229952243,Johor,0,36.0,0.025575,0
MY_N9038753536,Johor,0,36.0,7e-05,0
MY_N4553240899,Johor,0,36.0,0.158937,0
MY_N4553240947,Johor,1,36.0,0.253987,1
MY_N4540536734,Johor,0,36.0,0.010448,0
MY_N4540518868,Johor,0,36.0,0.18576,0
MY_N9040373402,Johor,0,36.0,0.000148,0
MY_N9040090263,Johor,0,36.0,0.001457,0
MY_N11158439300,Johor,0,36.0,0.094521,0
MY_N8194411065,Johor,0,36.0,0.000252,0
MY_N8194411066,Johor,0,36.0,0.000736,0
MY_N8194478063,Johor,0,36.0,0.0,0
MY_N4540518856,Johor,0,36.0,0.002427,0
MY_N8194554171,Johor,0,36.0,2e-06,0
MY_N8194311012,Johor,0,36.0,0.019118,0
MY_N8194411113,Johor,0,36.0,0.000174,0
MY_N8296464154,Johor,0,36.0,7.4e-05,0
MY_N4540518855,Johor,3,36.0,1.104472,1
MY_N8296464134,Johor,0,36.0,0.14386,0
MY_N8242471252,Johor,0,36.0,0.0,0
MY_N8242031174,Johor,0,36.0,2.2e-05,0
MY_N8194880382,Johor,0,36.0,4e-06,0
MY_N8194310997,Johor,0,36.0,0.0,0
MY_N5046482112,Johor,0,36.0,8e-06,0
MY_N9040477852,Johor,0,36.0,0.038173,0
MY_N8242137991,Johor,0,36.0,2.7e-05,0
MY_N3902995226,Johor,0,36.0,0.0,0
MY_N8248283073,Johor,0,36.0,0.004647,0
MY_N5249581791,Johor,0,36.0,0.356398,0
MY_N7010113806,Johor,0,36.0,0.000456,0
MY_N9038753537,Johor,0,36.0,0.006637,0
MY_N10290743704,Johor,0,36.0,2.1e-05,0
MY_N13142317645,Pahang,22,36.0,20.896454,1
MY_N8850585799,Johor,4,36.0,1.754211,1
MY_N8297204273,Johor,0,36.0,0.0,0
MY_N8297308060,Johor,0,36.0,0.032137,0
MY_N8297308061,Johor,0,36.0,0.000145,0
MY_N9040373401,Johor,0,36.0,0.002346,0
MY_N8300544984,Johor,0,36.0,1e-06,0
MY_N8300543972,Johor,0,36.0,2e-05,0
MY_N8254539319,Johor,0,36.0,0.0,0
MY_N9038719772,Johor,0,36.0,3e-06,0
MY_N9038719774,Johor,0,36.0,0.0,0
MY_N9038719773,Johor,0,36.0,0.0,0
MY_N9038719827,Johor,0,36.0,0.0,0
MY_N9038719771,Johor,0,36.0,1e-06,0
MY_N11388841309,Johor,0,36.0,0.0,0
MY_N11388880572,Johor,0,36.0,0.0,0
MY_N8254392355,Johor,0,36.0,1e-06,0
MY_N10948802708,Johor,0,36.0,0.0,0
MY_N11388862435,Johor,0,36.0,0.0,0
MY_N11388862434,Johor,24,36.0,28.704619,1
MY_N11360752509,Johor,0,36.0,0.0,0
MY_N13325808685,Johor,0,36.0,0.001824,0
MY_N11360752510,Johor,0,36.0,0.0,0
MY_N9040072038,Johor,0,36.0,8.6e-05,0
MY_N9040477851,Johor,0,36.0,1e-05,0
MY_N9040477850,Johor,0,36.0,0.023572,0
MY_N9040016330,Johor,0,36.0,0.002723,0
MY_N10948101724,Johor,0,36.0,0.001249,0
MY_N8302956903,Johor,0,36.0,0.0,0
MY_N8302956904,Johor,0,36.0,0.0,0
MY_N10948101740,Johor,0,36.0,5.1e-05,0
MY_N8302956902,Johor,0,36.0,0.0,0
MY_N8302956901,Johor,0,36.0,0.0,0
MY_N8302956900,Johor,0,36.0,2e-06,0
MY_N10948101726,Johor,0,36.0,0.058607,0
MY_N10948101725,Johor,0,36.0,7e-06,0
MY_N9040016331,Johor,0,36.0,1.2e-05,0
MY_W1388820991,Johor,2,36.0,1.71638,1
MY_N9040431790,Johor,0,36.0,0.034399,0
MY_N8387910052,Johor,0,36.0,8.4e-05,0
MY_W1315843998,Johor,0,36.0,1.3e-05,0
MY_N8182722420,Johor,2,36.0,0.443869,1
MY_N8387123936,Johor,0,36.0,0.159544,0
MY_N11167076406,Johor,27,36.0,22.697649,1
MY_N8381293209,Johor,0,36.0,2e-06,0
MY_N8381065572,Johor,0,36.0,0.01232,0
MY_N9841737653,Johor,0,36.0,0.000111,0
MY_N9040072039,Johor,0,36.0,0.003826,0
MY_N8377840940,Johor,3,36.0,2.323671,1
MY_N13722751040,Johor,0,36.0,0.036007,0
MY_N11147435458,Johor,0,36.0,0.001624,0
MY_W1387401029,Johor,0,36.0,0.618911,0
MY_W446330609,Johor,0,36.0,0.031301,0
MY_N12889290985,Johor,0,36.0,6e-06,0
MY_N12889290986,Johor,0,36.0,0.0,0
MY_N12889290231,unassigned,6,36.0,5.102349,1
MY_W1450150668,Sarawak,0,36.0,0.099067,0
MY_N13889784607,Sarawak,2,36.0,2.626302,1
MY_N3623334350,Sarawak,0,36.0,0.00017,0
MY_N3623367413,Sarawak,0,36.0,0.000153,0
MY_N12773184677,Sarawak,41,36.0,28.79994,1
MY_N3573581293,Sarawak,0,36.0,0.00037,0
MY_N2782631993,Sarawak,0,36.0,0.058062,0
MY_N13889774655,Sarawak,2,36.0,1.357432,1
MY_N13889776578,Sarawak,0,36.0,2.1e-05,0
MY_N13891743611,Sarawak,8,36.0,7.713885,1
MY_N6745537235,Sarawak,5,36.0,7.206593,1
MY_N6745537234,Sarawak,17,36.0,17.276789,1
MY_N6745537233,Sarawak,28,36.0,28.284458,1
MY_N6759131549,Sarawak,8,36.0,9.668823,1
MY_N12548986934,Sarawak,19,36.0,25.619047,1
MY_N6451638812,Sarawak,4,36.0,5.617283,1
MY_N10802588447,Sarawak,24,36.0,28.751424,1
MY_N10802588425,Sarawak,2,36.0,2.601886,1
MY_N10801806749,Sarawak,23,36.0,28.8,1
MY_N5067194637,Sarawak,18,36.0,28.799999,1
MY_N11526632808,Sarawak,0,36.0,0.026646,0
MY_N6457937009,Sarawak,20,36.0,28.36011,1
MY_N10746755999,Sarawak,0,36.0,0.003256,0
MY_N10746755997,Sarawak,0,36.0,0.00039,0
MY_N10746755998,Sarawak,0,36.0,0.000139,0
MY_W1425495547,Sarawak,0,36.0,1.075392,0
MY_N10780423481,Sarawak,0,36.0,0.100377,0
MY_N5257595022,Sarawak,0,36.0,0.041302,0
MY_N10771843285,Sarawak,5,36.0,8.844042,1
MY_N11962284837,Sarawak,6,36.0,5.003109,1
MY_N10780417393,Sarawak,0,36.0,0.002865,0
MY_N9696620835,Sarawak,0,36.0,0.000498,0
MY_N5063253063,Sarawak,1,36.0,0.511237,1
MY_N6628565568,Sarawak,0,36.0,0.160432,0
MY_N9810094393,Sarawak,0,36.0,7.5e-05,0
MY_N14017237793,Sarawak,0,36.0,5.5e-05,0
MY_N3765699308,Sarawak,0,36.0,0.004882,0
MY_N3765699325,Sarawak,0,36.0,0.00387,0
MY_N3765699324,Sarawak,27,36.0,25.048066,1
MY_N3765691973,Sarawak,0,36.0,0.641453,0
MY_N3765686551,Sarawak,1,36.0,0.683994,1
MY_N12265504950,Sarawak,1,36.0,0.378799,1
MY_N12265504949,Sarawak,0,36.0,0.000318,0
MY_N13104827528,Sarawak,0,36.0,0.002176,0
MY_N12266043339,Sarawak,6,36.0,4.931317,1
MY_N4971032710,Sarawak,1,36.0,0.090074,1
MY_N12270851329,Sarawak,27,36.0,28.799967,1
MY_N11482095447,Sarawak,3,36.0,3.197272,1
MY_N11484371222,Sarawak,25,36.0,28.791556,1
MY_N12124802651,Sarawak,0,36.0,0.007773,0
MY_N11482649670,Sarawak,0,36.0,0.001305,0
MY_N12419607083,Sarawak,1,36.0,0.053204,1
MY_N12120294219,Sarawak,0,36.0,0.073938,0
MY_N12116945444,Sarawak,4,36.0,4.101708,1
MY_N11730767539,Sarawak,0,36.0,0.0,0
MY_N12260551262,Sarawak,0,36.0,0.000921,0
MY_N11463362309,Sarawak,0,36.0,0.003225,0
MY_N11496601911,Sarawak,0,36.0,3e-05,0
MY_N11496601910,Sarawak,0,36.0,1.3e-05,0
MY_N11727753196,Sarawak,0,36.0,0.028558,0
MY_N12084295135,Sarawak,0,36.0,0.976179,0
MY_N12407437060,Sarawak,1,36.0,0.271342,1
MY_N11794540712,Sarawak,0,36.0,0.001839,0
MY_N12058759613,Sarawak,21,36.0,23.551766,1
MY_N11496879857,Sarawak,0,36.0,0.000351,0
MY_N12110472263,Sarawak,0,36.0,0.311641,0
MY_N12238462274,Sarawak,0,36.0,0.003386,0
MY_N12063268241,Sarawak,0,36.0,0.000393,0
MY_N11795630828,Sarawak,0,36.0,0.008529,0
MY_N11487000566,Sarawak,0,36.0,0.024008,0
MY_N12273248580,Sarawak,0,36.0,0.030342,0
MY_N11496907513,Sarawak,0,36.0,1.899334,0
MY_N11584058118,Sarawak,0,36.0,0.000156,0
MY_N12205012364,Sarawak,0,36.0,0.000202,0
MY_N12408552579,Sarawak,0,36.0,0.00067,0
MY_N12177011821,Sarawak,0,36.0,8e-06,0
MY_N12177011820,Sarawak,0,36.0,0.000262,0
MY_N12177011819,Sarawak,0,36.0,0.000202,0
MY_N11875484220,Sarawak,10,36.0,5.019778,1
MY_W1235093106,Sarawak,0,36.0,5e-05,0
MY_N12177011818,Sarawak,0,36.0,4e-06,0
MY_N12408785870,Sarawak,0,36.0,0.000241,0
MY_N12121993477,Sarawak,0,36.0,0.000862,0
MY_N12231992517,Sarawak,0,36.0,0.004812,0
MY_N11502197115,Sarawak,0,36.0,0.000928,0
MY_N11774742821,Sarawak,1,36.0,0.35081,1
MY_N11774742770,Sarawak,0,36.0,0.051918,0
MY_N12141554109,Sarawak,3,36.0,1.745206,1
MY_N12222591751,Sarawak,0,36.0,0.000554,0
MY_N11802478955,Sarawak,33,36.0,28.517314,1
MY_N12222591771,Sarawak,0,36.0,0.006117,0
MY_N12284563602,Sarawak,0,36.0,1.30756,0
MY_N11653038151,Sarawak,2,36.0,0.767888,1
MY_N12222591752,Sarawak,0,36.0,2e-05,0
MY_N11465075859,Sarawak,0,36.0,0.000178,0
MY_N12222591753,Sarawak,0,36.0,9e-05,0
MY_N12112838716,Sarawak,0,36.0,0.003589,0
MY_N12243059849,Sarawak,1,36.0,0.798231,1
MY_N11528285260,Sarawak,0,36.0,0.000347,0
MY_N11536997187,Sarawak,0,36.0,7e-06,0
MY_N12105659133,Sarawak,0,36.0,0.008037,0
MY_N12433988983,Sarawak,0,36.0,1.1382,0
MY_N12284680509,Sarawak,0,36.0,1e-05,0
MY_N12284680513,Sarawak,0,36.0,1.2e-05,0
MY_N12513784874,Sarawak,0,36.0,4e-06,0
MY_N11524986796,Sarawak,0,36.0,0.0,0
MY_N12103811729,Sarawak,0,36.0,0.00658,0
MY_N12102882755,Sarawak,0,36.0,0.0,0
MY_N12001114536,Sarawak,0,36.0,0.014375,0
MY_N12001114555,Sarawak,0,36.0,5.1e-05,0
MY_N12273280525,Sarawak,0,36.0,3e-06,0
MY_N12090303865,Sarawak,0,36.0,0.000346,0
MY_N11875484221,Sarawak,0,36.0,0.123848,0
MY_N12275922702,Sarawak,0,36.0,0.977864,0
MY_N11494365614,Sarawak,1,36.0,1.888842,1
MY_N11530928262,Sarawak,0,36.0,2e-06,0
MY_N11513739731,Sarawak,1,36.0,0.161032,1
MY_N11536997297,Sarawak,0,36.0,0.007093,0
MY_N12146143720,Sarawak,0,36.0,0.063326,0
MY_N11747587796,Sarawak,1,36.0,1.573225,1
MY_N11478359637,Sarawak,1,36.0,1.131183,1
MY_N11500414303,Sarawak,0,36.0,0.170725,0
MY_N11806114326,Sarawak,2,36.0,0.508156,1
MY_N11770524376,Sarawak,0,36.0,0.000292,0
MY_N12117702098,Sarawak,4,36.0,3.193043,1
MY_N12097503031,Sarawak,4,36.0,2.637532,1
MY_N11755867459,Sarawak,8,36.0,10.477922,1
MY_N12106117448,Sarawak,0,36.0,0.694548,0
MY_N12312150904,Sarawak,0,36.0,0.024443,0
MY_N12304257938,Sarawak,1,36.0,1.251653,1
MY_N11475792788,Sarawak,0,36.0,0.004208,0
MY_N12309364294,Sarawak,20,36.0,18.821386,1
MY_N12040151716,Sarawak,0,36.0,0.273181,0
MY_N11479281286,Sarawak,0,36.0,1.9e-05,0
MY_N12309364295,Sarawak,23,36.0,24.306854,1
MY_N12309364296,Sarawak,5,36.0,7.096451,1
MY_N11815789148,Sarawak,0,36.0,0.061094,0
MY_N12309364297,Sarawak,2,36.0,3.679743,1
MY_N12135759497,Sarawak,7,36.0,5.685129,1
MY_N11808712034,Sarawak,0,36.0,0.207641,0
MY_N12160448277,Sarawak,0,36.0,0.003661,0
MY_N12411576424,Sarawak,0,36.0,0.060598,0
MY_N12093626517,Sarawak,0,36.0,0.003322,0
MY_N12250265699,Sarawak,0,36.0,1.857317,0
