osm_type,osm_id,lon,lat,man_made,tower_type,operator,name,radio,mobile_phone,tags_json,tower_id
node,11099179697,102.5360709,5.8393898,communications_tower,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N11099179697
node,8883327417,102.5506031,5.6838924,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8883327417
node,8370639164,102.564352,2.0452972,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8370639164
node,13495665455,102.584525,5.6428774,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""metal"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13495665455
node,6034372552,102.5924559,2.0709478,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""lattice_steel"", ""tower:type"": ""communication""}",MY_N6034372552
node,13495459821,102.6006867,5.6713999,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""metal"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13495459821
node,8482428335,102.6039655,2.0056211,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8482428335
node,9040016327,102.6067793,2.3702435,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040016327
node,9040016329,102.6070341,2.3702033,tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""height"": ""119.18"", ""man_made"": ""tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040016329
node,9040016328,102.6071736,2.3693779,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040016328
node,9040016326,102.6074311,2.371479,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N9040016326
way,526039065,102.6092866,2.5822859,mast,,,TM,UNKNOWN,,"{""area"": ""yes"", ""man_made"": ""mast"", ""name"": ""TM""}",MY_W526039065
node,13564516539,102.6235136,5.1627896,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""steel"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13564516539
node,8899877343,102.6454702,2.4615827,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8899877343
node,8899964140,102.6481765,5.6305335,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8899964140
node,8899964135,102.6505798,5.6285636,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8899964135
node,8899990561,102.6506951,5.6308084,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8899990561
node,8899964134,102.6508373,5.6291081,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8899964134
node,11190210332,102.6542665,2.2122074,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N11190210332
node,11190210319,102.6558932,2.2122873,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N11190210319
node,8904189343,102.6680034,1.9754631,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8904189343
node,13502641928,102.681566,5.6224256,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""metal"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13502641928
node,8456957357,102.7180945,1.9149951,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8456957357
node,13251167214,102.7195205,5.927353,mast,monitoring,,,UNKNOWN,,"{""description"": ""Big mast with weather sensors?"", ""man_made"": ""mast"", ""tower:type"": ""monitoring""}",MY_N13251167214
way,1262090419,102.7196708,5.9241136,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1262090419
node,4027233384,102.7302575,5.9004827,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4027233384
node,3989115263,102.7414127,5.9014083,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3989115263
node,8927264925,102.7423623,3.5015986,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8927264925
node,8022325824,102.7657706,2.5559468,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8022325824
node,13507319534,102.7715917,5.5593972,mast,,,,UNKNOWN,,"{""man_made"": ""mast""}",MY_N13507319534
node,13564968138,102.775155,5.202117,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""steel"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13564968138
node,610175376,102.7776622,2.1388617,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N610175376
node,12383562688,102.7844257,2.5462256,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12383562688
node,12383562687,102.7875617,2.5555157,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12383562687
node,8930207046,102.7902374,5.6272561,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N8930207046
node,13564515921,102.7938607,5.1818586,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""steel"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13564515921
node,8930320928,102.7943426,2.8040999,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8930320928
node,13186063976,102.8013783,5.0881398,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13186063976
node,8935231315,102.8113487,5.1411795,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8935231315
node,8935231314,102.8117162,5.1412116,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8935231314
node,13544527378,102.8548327,5.4096222,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""steel"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13544527378
node,9040099170,102.8619271,2.4934765,communications_tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""ele"": ""81.08"", ""ele:ft"": ""266"", ""man_made"": ""communications_tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040099170
way,1264795110,102.889236,1.7909437,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1264795110
node,8971623432,102.8949881,5.7921323,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8971623432
node,3902995318,102.8982498,2.0747406,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995318
way,1265004387,102.9400687,1.8138865,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1265004387
node,8647935020,102.9466313,1.8805948,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8647935020
node,8646761662,102.9485303,1.9071034,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8646761662
node,8646761663,102.9489219,1.9065512,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8646761663
node,8645028382,102.9552747,1.9255855,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""mapillary"": ""297217858580508"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8645028382
node,8979761302,102.9557803,3.1716575,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice_steel"", ""tower:type"": ""communication""}",MY_N8979761302
node,9040090261,102.9568867,1.8180555,communications_tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""man_made"": ""communications_tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040090261
node,3720847447,102.9585298,2.4658459,mast,communication,,TM,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""name"": ""TM"", ""tower:type"": ""communication""}",MY_N3720847447
node,13013877873,102.9646048,4.5517172,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13013877873
node,9040032180,102.9675069,1.9493779,tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""man_made"": ""tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040032180
node,9040032179,102.9677966,1.9490642,tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""man_made"": ""tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040032179
node,13456366477,102.9813793,4.5585192,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""steel"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13456366477
node,8982897335,102.981492,4.9825498,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8982897335
node,3902995316,102.9823427,2.0648063,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995316
node,13526011249,102.9949459,4.9018403,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""metal"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13526011249
node,8987661324,103.0100831,3.4800739,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8987661324
node,13517883535,103.0113597,5.112393,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13517883535
node,3902995314,103.015054,2.02597,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995314
node,3902995315,103.0154596,2.034285,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995315
node,13331200714,103.0164339,5.0700769,mast,communication,,,UNKNOWN,yes,"{""communication:microwave"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13331200714
node,8785281387,103.0313408,1.7369859,tower,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""tower"", ""mapillary"": ""839445730034128"", ""material"": ""steel"", ""tower:type"": ""communication""}",MY_N8785281387
node,13331200716,103.0354353,5.0730585,mast,communication,,,UNKNOWN,,"{""communication:microwave"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13331200716
node,13526994647,103.0404603,4.9636259,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""metal"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13526994647
node,10701796645,103.0406314,2.2437093,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N10701796645
node,8992708257,103.0419503,5.3417069,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8992708257
node,12062187762,103.0439299,4.680182,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12062187762
node,3902995313,103.0462236,1.9985676,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995313
node,3902995312,103.0516271,1.9929325,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995312
way,1497883954,103.0548048,3.9284093,communications_tower,,,,UNKNOWN,,"{""man_made"": ""communications_tower""}",MY_W1497883954
node,9040072040,103.0690795,2.0371912,communications_tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""ele"": ""106.6"", ""ele:ft"": ""350"", ""man_made"": ""communications_tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040072040
node,13331200717,103.0796019,5.0840954,mast,communication,,,UNKNOWN,yes,"{""communication:microwave"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13331200717
node,13331200718,103.0858286,5.1145278,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13331200718
node,8998441828,103.0894241,3.0710284,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8998441828
node,8998441829,103.0899096,3.0707552,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8998441829
node,3902995311,103.1002557,1.9860542,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995311
way,843347331,103.1014438,1.8522964,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W843347331
way,1304274095,103.1063194,4.9985574,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1304274095
node,3902995310,103.1087142,1.9767125,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995310
node,9003249367,103.1137302,3.4316541,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9003249367
node,9003249366,103.113859,3.4313944,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9003249366
node,9003249365,103.1140065,3.4306073,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9003249365
node,8762031836,103.1265083,1.725207,tower,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8762031836
node,3902995309,103.1335297,1.9535878,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995309
node,9004704904,103.1341316,5.3063655,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9004704904
node,9004704891,103.1342399,5.3048091,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9004704891
node,5991600704,103.1344711,5.3067281,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N5991600704
way,1270085205,103.1387965,3.7407066,tower,communication,,,UNKNOWN,,"{""aeroway:light"": ""obstacle"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1270085205
way,1270085203,103.1390593,3.740549,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1270085203
way,1270085213,103.1390849,3.73727,tower,communication,,,UNKNOWN,,"{""aeroway:light"": ""obstacle"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1270085213
way,1270085208,103.1393212,3.7403308,tower,communication,,,UNKNOWN,,"{""aeroway:light"": ""obstacle"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1270085208
node,3902995303,103.1911828,1.9229506,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995303
way,1098994137,103.2043172,3.7528128,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1098994137
node,8805785687,103.2056442,1.6556876,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""mapillary"": ""247460553837391"", ""tower:type"": ""communication""}",MY_N8805785687
node,3902995302,103.222099,1.8971578,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995302
node,8806058356,103.2552302,1.6483923,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""mapillary"": ""739080860121505"", ""tower:type"": ""communication""}",MY_N8806058356
node,9040016373,103.2566024,1.9899716,communications_tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""aeroway:light"": ""obstacle"", ""height"": ""120.7"", ""man_made"": ""communications_tower"", ""material"": ""steel"", ""source"": ""CAAM eAIP 20210812"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9040016373
node,3902995301,103.2569293,1.8774251,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995301
node,9066954157,103.2588324,2.8747113,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N9066954157
node,13481076521,103.2764117,3.826852,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N13481076521
node,13406960825,103.2785861,3.8719973,tower,communication,,,NR,,"{""communication:5g"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13406960825
node,9084071195,103.2788604,3.5534465,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9084071195
node,13651261629,103.2881711,3.8202293,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13651261629
node,13522010386,103.2885235,3.8393484,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13522010386
node,3902995275,103.3123733,1.8009853,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995275
node,13415562182,103.3130743,3.8540917,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N13415562182
node,13415595016,103.3130799,3.8526911,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N13415595016
node,13415562181,103.3140494,3.8539979,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N13415562181
node,13415562180,103.314054,3.8527664,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N13415562180
node,5365310004,103.3184606,3.7976001,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N5365310004
node,8176878231,103.3228487,4.7800614,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8176878231
node,6643210358,103.3333092,3.8133165,mast,,,,UNKNOWN,,"{""advertising"": ""bilboard"", ""man_made"": ""mast"", ""tower:construction"": ""tubular""}",MY_N6643210358
node,11151660426,103.3474825,2.6191628,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N11151660426
way,1201224318,103.3573468,2.0274592,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1201224318
way,1267147816,103.3611246,3.831754,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147816
way,1267147818,103.3612508,3.8312012,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147818
way,1267147817,103.3612715,3.8315534,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147817
way,1267147815,103.3617921,3.8307758,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147815
way,1267147829,103.3619902,3.829779,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147829
way,1267147827,103.3619946,3.8303754,tower,communication,,,UNKNOWN,,"{""layer"": ""1"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147827
way,1267147830,103.362426,3.8303168,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147830
way,1267147836,103.3638203,3.8317722,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147836
node,11139114232,103.3645463,2.0370571,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N11139114232
node,11139114233,103.3646777,2.037679,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N11139114233
way,1267147841,103.3648102,3.8312649,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267147841
node,13617864927,103.3682295,3.9410447,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N13617864927
way,1267064693,103.3685148,3.8110754,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1267064693
node,13430456062,103.3821032,4.1061117,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13430456062
node,3902995238,103.3863032,1.7517606,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995238
node,8614668705,103.3920161,4.6970123,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8614668705
way,1304210537,103.3970667,4.7030795,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1304210537
way,1304210538,103.3975118,4.7027591,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1304210538
way,1304210539,103.3998079,4.702216,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1304210539
way,1304210547,103.4011517,4.7022882,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1304210547
way,1304210549,103.4026988,4.7003007,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1304210549
way,1304967763,103.4038154,4.2187911,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W1304967763
node,8191059241,103.4075904,1.4813155,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8191059241
node,13103284367,103.4139432,2.5151843,communications_tower,,,,UNKNOWN,,"{""disused"": ""yes"", ""man_made"": ""communications_tower""}",MY_N13103284367
node,8439185733,103.4212348,3.3813927,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8439185733
node,13165619831,103.4213584,1.6989666,mast,communication,,,UNKNOWN,,"{""colour"": ""red/white"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13165619831
node,7848117003,103.4313467,4.2103716,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7848117003
node,8422298542,103.436467,3.0888018,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8422298542
node,2894780935,103.4367308,3.2355039,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N2894780935
node,8617095383,103.4428373,4.5936057,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8617095383
node,8637257819,103.4491928,4.4423513,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8637257819
node,8418750930,103.4510395,1.7170112,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8418750930
