ticket_id,tower_id,opened_date,closed_date,work_type,crew_type,root_cause,downtime_hours,cost_myr,is_corrective
WO_000847,MY_N13331200718,2024-04-23,2024-04-24,scheduled_inspection,civil,scheduled_inspection,1.1,450,False
WO_000848,MY_N13526011249,2024-04-23,2024-04-24,vegetation_clearance,civil,vegetation,1.2,1190,True
WO_000849,MY_N13979312124,2024-04-23,2024-04-26,vegetation_clearance,civil,vegetation,1.1,692,True
WO_000850,MY_W1267147830,2024-04-23,2024-04-24,scheduled_inspection,civil,scheduled_inspection,1.6,860,False
WO_000851,MY_N13495665455,2024-04-24,2024-04-29,battery_genset_service,power,power,6.1,6540,True
WO_000852,MY_N4955138177,2024-04-24,2024-04-25,scheduled_inspection,civil,scheduled_inspection,0.7,805,False
WO_000853,MY_N8899964135,2024-04-24,2024-04-27,slope_stabilize_and_tension,civil,terrain,5.0,271,True
WO_000854,MY_N11388862434,2024-04-25,2024-04-28,raise_cabinet_and_seal,civil,flood,2.4,2041,True
WO_000855,MY_N13142317645,2024-04-27,2024-05-02,raise_cabinet_and_seal,civil,flood,7.2,756,True
WO_000856,MY_N13979312124,2024-04-27,2024-04-28,slope_stabilize_and_tension,civil,terrain,11.9,6077,True
WO_000857,MY_N8387910052,2024-04-27,2024-04-28,scheduled_inspection,civil,scheduled_inspection,0.2,663,False
WO_000858,MY_W1183622030,2024-04-27,2024-04-30,raise_cabinet_and_seal,civil,flood,5.0,672,True
WO_000859,MY_W1270085203,2024-04-27,2024-04-30,radio_unit_refresh,rf,equipment,1.8,300,True
WO_000860,MY_N12106117448,2024-04-28,2024-04-29,scheduled_inspection,civil,scheduled_inspection,0.9,596,False
WO_000861,MY_N13013877873,2024-04-28,2024-05-01,raise_cabinet_and_seal,civil,flood,14.7,3016,True
WO_000862,MY_N6745537233,2024-04-28,2024-05-01,vegetation_clearance,civil,vegetation,4.4,692,True
WO_000863,MY_N8422298542,2024-04-28,2024-04-30,battery_genset_service,power,power,4.5,7188,True
WO_000864,MY_N13104827528,2024-04-30,2024-05-01,scheduled_inspection,civil,scheduled_inspection,0.7,815,False
WO_000865,MY_N12603668089,2024-05-01,2024-05-02,vegetation_clearance,civil,vegetation,5.8,3863,True
WO_000866,MY_N8025859449,2024-05-01,2024-05-03,radio_unit_refresh,rf,equipment,7.7,5140,True
WO_000867,MY_N9003249367,2024-05-01,2024-05-05,slope_stabilize_and_tension,civil,terrain,7.9,3225,True
WO_000868,MY_W1545410197,2024-05-01,2024-05-04,radio_unit_refresh,rf,equipment,0.9,2791,True
WO_000869,MY_W728820002,2024-05-01,2024-05-04,radio_unit_refresh,rf,equipment,5.7,2707,True
WO_000870,MY_N11659562142,2024-05-02,2024-05-03,scheduled_inspection,civil,scheduled_inspection,0.4,1810,False
WO_000871,MY_N7033248825,2024-05-02,2024-05-03,scheduled_inspection,civil,scheduled_inspection,0.3,1517,False
WO_000872,MY_N11167076406,2024-05-03,2024-05-08,vegetation_clearance,civil,vegetation,4.1,5885,True
WO_000873,MY_N12270341400,2024-05-03,2024-05-06,raise_cabinet_and_seal,civil,flood,6.4,6669,True
WO_000874,MY_N13103284367,2024-05-03,2024-05-08,slope_stabilize_and_tension,civil,terrain,5.0,743,True
WO_000875,MY_N11659562129,2024-05-04,2024-05-07,radio_unit_refresh,rf,equipment,2.0,7598,True
WO_000876,MY_N12309364294,2024-05-04,2024-05-07,vegetation_clearance,civil,vegetation,12.3,819,True
WO_000877,MY_N3902995310,2024-05-04,2024-05-09,battery_genset_service,power,power,6.4,1989,True
WO_000878,MY_N8191059241,2024-05-04,2024-05-05,raise_cabinet_and_seal,civil,flood,8.1,3238,True
WO_000879,MY_N9084071195,2024-05-04,2024-05-06,vegetation_clearance,civil,vegetation,4.8,3178,True
WO_000880,MY_N12135375724,2024-05-05,2024-05-06,scheduled_inspection,civil,scheduled_inspection,1.4,808,False
WO_000881,MY_N5115603531,2024-05-06,2024-05-11,raise_cabinet_and_seal,civil,flood,3.4,2844,True
WO_000882,MY_N6745537233,2024-05-06,2024-05-11,raise_cabinet_and_seal,civil,flood,6.4,3901,True
WO_000883,MY_N8004289377,2024-05-06,2024-05-07,scheduled_inspection,civil,scheduled_inspection,0.8,1091,False
WO_000884,MY_N8327095826,2024-05-06,2024-05-07,scheduled_inspection,civil,scheduled_inspection,1.4,712,False
WO_000885,MY_N8988150888,2024-05-06,2024-05-09,raise_cabinet_and_seal,civil,flood,4.7,693,True
WO_000886,MY_N9040016333,2024-05-06,2024-05-07,raise_cabinet_and_seal,civil,flood,2.8,4034,True
WO_000887,MY_N11875484224,2024-05-07,2024-05-12,raise_cabinet_and_seal,civil,flood,1.4,2094,True
WO_000888,MY_N12131514586,2024-05-07,2024-05-08,scheduled_inspection,civil,scheduled_inspection,1.2,252,False
WO_000889,MY_N12137024409,2024-05-07,2024-05-10,vegetation_clearance,civil,vegetation,9.1,2011,True
WO_000890,MY_N12145362317,2024-05-07,2024-05-08,scheduled_inspection,civil,scheduled_inspection,1.4,558,False
WO_000891,MY_N13331200717,2024-05-07,2024-05-08,scheduled_inspection,civil,scheduled_inspection,1.7,255,False
WO_000892,MY_N4124069727,2024-05-07,2024-05-08,scheduled_inspection,civil,scheduled_inspection,3.0,432,False
WO_000893,MY_N4955138206,2024-05-07,2024-05-08,scheduled_inspection,civil,scheduled_inspection,0.9,1165,False
WO_000894,MY_N9006098842,2024-05-07,2024-05-11,battery_genset_service,power,power,4.0,1268,True
WO_000895,MY_N12105659133,2024-05-08,2024-05-09,scheduled_inspection,civil,scheduled_inspection,0.1,951,False
WO_000896,MY_N12131514585,2024-05-08,2024-05-13,raise_cabinet_and_seal,civil,flood,5.1,1312,True
WO_000897,MY_N12270341400,2024-05-08,2024-05-10,raise_cabinet_and_seal,civil,flood,2.2,3753,True
WO_000898,MY_N11659562142,2024-05-09,2024-05-10,battery_genset_service,power,power,4.7,2240,True
WO_000899,MY_N12270851329,2024-05-09,2024-05-12,battery_genset_service,power,power,3.2,1615,True
WO_000900,MY_N12383562688,2024-05-09,2024-05-14,raise_cabinet_and_seal,civil,flood,5.3,989,True
WO_000901,MY_N12462362564,2024-05-09,2024-05-10,scheduled_inspection,civil,scheduled_inspection,0.3,157,False
WO_000902,MY_N13564515921,2024-05-09,2024-05-10,scheduled_inspection,civil,scheduled_inspection,1.2,301,False
WO_000903,MY_N13679676092,2024-05-09,2024-05-10,scheduled_inspection,civil,scheduled_inspection,1.8,756,False
WO_000904,MY_N4436507977,2024-05-09,2024-05-10,raise_cabinet_and_seal,civil,flood,1.3,343,True
WO_000905,MY_N4775194882,2024-05-09,2024-05-12,raise_cabinet_and_seal,civil,flood,2.1,3163,True
WO_000906,MY_N9810551665,2024-05-09,2024-05-14,raise_cabinet_and_seal,civil,flood,2.4,1033,True
WO_000907,MY_N12309364296,2024-05-10,2024-05-13,vegetation_clearance,civil,vegetation,7.9,1355,True
WO_000908,MY_N3901387616,2024-05-10,2024-05-11,battery_genset_service,power,power,1.5,1916,True
WO_000909,MY_N5742976628,2024-05-10,2024-05-12,raise_cabinet_and_seal,civil,flood,5.0,3607,True
WO_000910,MY_W1545410199,2024-05-10,2024-05-11,scheduled_inspection,civil,scheduled_inspection,1.6,726,False
WO_000911,MY_N12265504950,2024-05-11,2024-05-16,vegetation_clearance,civil,vegetation,1.1,6270,True
WO_000912,MY_N12546408513,2024-05-11,2024-05-14,raise_cabinet_and_seal,civil,flood,14.2,4094,True
WO_000913,MY_N10801806749,2024-05-12,2024-05-16,battery_genset_service,power,power,21.1,2846,True
WO_000914,MY_N12366513312,2024-05-12,2024-05-13,scheduled_inspection,civil,scheduled_inspection,0.4,614,False
WO_000915,MY_N13013877873,2024-05-12,2024-05-17,raise_cabinet_and_seal,civil,flood,12.3,4997,True
WO_000916,MY_W1496819391,2024-05-13,2024-05-16,radio_unit_refresh,rf,equipment,11.3,5249,True
WO_000917,MY_N10722696333,2024-05-14,2024-05-17,raise_cabinet_and_seal,civil,flood,2.4,1768,True
WO_000918,MY_N5742976628,2024-05-14,2024-05-16,raise_cabinet_and_seal,civil,flood,2.2,1440,True
WO_000919,MY_N9040090263,2024-05-14,2024-05-15,scheduled_inspection,civil,scheduled_inspection,0.8,507,False
WO_000920,MY_N12270851329,2024-05-15,2024-05-16,battery_genset_service,power,power,10.9,1910,True
WO_000921,MY_N12462366355,2024-05-15,2024-05-16,scheduled_inspection,civil,scheduled_inspection,1.4,412,False
WO_000922,MY_N13526011249,2024-05-15,2024-05-20,vegetation_clearance,civil,vegetation,14.3,1860,True
WO_000923,MY_N11388862434,2024-05-16,2024-05-20,raise_cabinet_and_seal,civil,flood,8.9,9394,True
WO_000924,MY_N12116945444,2024-05-16,2024-05-19,vegetation_clearance,civil,vegetation,2.4,1070,True
WO_000925,MY_N6745537233,2024-05-16,2024-05-21,battery_genset_service,power,power,2.0,1576,True
WO_000926,MY_N12889290231,2024-05-17,2024-05-21,slope_stabilize_and_tension,civil,terrain,0.4,1329,True
WO_000927,MY_N9038308805,2024-05-17,2024-05-18,scheduled_inspection,civil,scheduled_inspection,1.7,723,False
WO_000928,MY_W1117797548,2024-05-17,2024-05-18,scheduled_inspection,civil,scheduled_inspection,1.3,516,False
WO_000929,MY_N12309364296,2024-05-18,2024-05-21,raise_cabinet_and_seal,civil,flood,2.3,2830,True
WO_000930,MY_N3902995301,2024-05-18,2024-05-20,battery_genset_service,power,power,7.3,1151,True
WO_000931,MY_N8825706826,2024-05-18,2024-05-22,slope_stabilize_and_tension,civil,terrain,15.0,5669,True
WO_000932,MY_W728820002,2024-05-18,2024-05-20,raise_cabinet_and_seal,civil,flood,4.4,2537,True
WO_000933,MY_N11484371222,2024-05-19,2024-05-20,scheduled_inspection,civil,scheduled_inspection,0.3,267,False
WO_000934,MY_N13517883535,2024-05-19,2024-05-20,battery_genset_service,power,power,1.9,4905,True
WO_000935,MY_N9466091146,2024-05-19,2024-05-21,raise_cabinet_and_seal,civil,flood,1.4,2791,True
WO_000936,MY_W1285114522,2024-05-19,2024-05-21,slope_stabilize_and_tension,civil,terrain,17.0,1600,True
WO_000937,MY_N6039478983,2024-05-20,2024-05-22,raise_cabinet_and_seal,civil,flood,4.2,3363,True
WO_000938,MY_N8194880382,2024-05-20,2024-05-21,scheduled_inspection,civil,scheduled_inspection,2.0,362,False
WO_000939,MY_N12131514587,2024-05-21,2024-05-22,scheduled_inspection,civil,scheduled_inspection,1.8,177,False
WO_000940,MY_N13015606467,2024-05-21,2024-05-23,raise_cabinet_and_seal,civil,flood,5.8,944,True
WO_000941,MY_N8025981358,2024-05-21,2024-05-22,scheduled_inspection,civil,scheduled_inspection,1.0,767,False
WO_000942,MY_N9466091146,2024-05-21,2024-05-24,raise_cabinet_and_seal,civil,flood,4.0,4030,True
WO_000943,MY_N11659562142,2024-05-22,2024-05-26,raise_cabinet_and_seal,civil,flood,4.4,3151,True
WO_000944,MY_N12284563602,2024-05-22,2024-05-23,scheduled_inspection,civil,scheduled_inspection,1.2,775,False
WO_000945,MY_N13517883535,2024-05-22,2024-05-25,raise_cabinet_and_seal,civil,flood,26.0,1045,True
WO_000946,MY_N1662637919,2024-05-22,2024-05-25,slope_stabilize_and_tension,civil,terrain,5.3,3598,True
WO_000947,MY_N7808912864,2024-05-22,2024-05-23,scheduled_inspection,civil,scheduled_inspection,2.0,359,False
WO_000948,MY_N4540518855,2024-05-23,2024-05-24,scheduled_inspection,civil,scheduled_inspection,0.9,327,False
WO_000949,MY_N5453636981,2024-05-23,2024-05-24,scheduled_inspection,civil,scheduled_inspection,0.5,633,False
WO_000950,MY_N9324749766,2024-05-23,2024-05-24,scheduled_inspection,civil,scheduled_inspection,0.7,848,False
WO_000951,MY_N11659562142,2024-05-24,2024-05-28,raise_cabinet_and_seal,civil,flood,7.3,3430,True
WO_000952,MY_N12270101729,2024-05-24,2024-05-25,scheduled_inspection,civil,scheduled_inspection,1.2,1124,False
WO_000953,MY_N6039478983,2024-05-24,2024-05-27,raise_cabinet_and_seal,civil,flood,2.4,4579,True
WO_000954,MY_N6745537233,2024-05-24,2024-05-25,vegetation_clearance,civil,vegetation,7.9,3765,True
WO_000955,MY_N13415562181,2024-05-25,2024-05-26,scheduled_inspection,civil,scheduled_inspection,1.6,417,False
WO_000956,MY_N13967382741,2024-05-25,2024-05-26,scheduled_inspection,civil,scheduled_inspection,3.8,265,False
WO_000957,MY_N8920295576,2024-05-25,2024-05-26,raise_cabinet_and_seal,civil,flood,2.7,5165,True
WO_000958,MY_N12773184677,2024-05-26,2024-05-29,raise_cabinet_and_seal,civil,flood,2.0,3821,True
WO_000959,MY_N6555076109,2024-05-26,2024-05-27,scheduled_inspection,civil,scheduled_inspection,1.0,1021,False
WO_000960,MY_N8987661324,2024-05-26,2024-05-30,vegetation_clearance,civil,vegetation,6.7,2577,True
WO_000961,MY_W1315123577,2024-05-26,2024-05-27,battery_genset_service,power,power,7.8,527,True
WO_000962,MY_N12773184677,2024-05-27,2024-05-29,raise_cabinet_and_seal,civil,flood,1.7,1110,True
WO_000963,MY_N13142317645,2024-05-27,2024-06-01,raise_cabinet_and_seal,civil,flood,2.0,4353,True
WO_000964,MY_W1317650252,2024-05-27,2024-05-29,battery_genset_service,power,power,3.4,134,True
WO_000965,MY_N11875484224,2024-05-28,2024-06-02,vegetation_clearance,civil,vegetation,12.5,2960,True
WO_000966,MY_N12068508652,2024-05-28,2024-05-29,vegetation_clearance,civil,vegetation,10.6,1102,True
WO_000967,MY_N8044980541,2024-05-28,2024-05-30,raise_cabinet_and_seal,civil,flood,0.6,5771,True
WO_000968,MY_N12533942882,2024-05-29,2024-05-30,scheduled_inspection,civil,scheduled_inspection,0.5,423,False
WO_000969,MY_N6828231262,2024-05-29,2024-05-30,scheduled_inspection,civil,scheduled_inspection,2.3,893,False
WO_000970,MY_N11990327538,2024-06-01,2024-06-04,raise_cabinet_and_seal,civil,flood,7.2,6575,True
WO_000971,MY_N12137024406,2024-06-01,2024-06-02,scheduled_inspection,civil,scheduled_inspection,1.3,1411,False
WO_000972,MY_N13517883535,2024-06-01,2024-06-02,vegetation_clearance,civil,vegetation,13.3,3002,True
WO_000973,MY_N6759131549,2024-06-01,2024-06-05,battery_genset_service,power,power,1.6,1026,True
WO_000974,MY_N12773184677,2024-06-02,2024-06-04,vegetation_clearance,civil,vegetation,9.6,1225,True
WO_000975,MY_N13103284367,2024-06-02,2024-06-05,vegetation_clearance,civil,vegetation,0.5,2729,True
WO_000976,MY_N13103284367,2024-06-02,2024-06-06,battery_genset_service,power,power,2.3,260,True
WO_000977,MY_N3765699324,2024-06-02,2024-06-04,raise_cabinet_and_seal,civil,flood,5.6,694,True
WO_000978,MY_N3902995275,2024-06-03,2024-06-05,vegetation_clearance,civil,vegetation,3.5,1026,True
WO_000979,MY_N9466091146,2024-06-03,2024-06-07,raise_cabinet_and_seal,civil,flood,4.7,2932,True
WO_000980,MY_N11990327538,2024-06-04,2024-06-05,vegetation_clearance,civil,vegetation,1.7,8291,True
WO_000981,MY_N8988150887,2024-06-04,2024-06-05,scheduled_inspection,civil,scheduled_inspection,0.8,1161,False
WO_000982,MY_N11472433066,2024-06-05,2024-06-08,raise_cabinet_and_seal,civil,flood,4.3,5878,True
WO_000983,MY_N12097503031,2024-06-05,2024-06-10,raise_cabinet_and_seal,civil,flood,4.3,3818,True
WO_000984,MY_N4436507977,2024-06-05,2024-06-10,raise_cabinet_and_seal,civil,flood,20.4,3461,True
WO_000985,MY_N5067194637,2024-06-05,2024-06-06,slope_stabilize_and_tension,civil,terrain,3.7,2178,True
WO_000986,MY_N9003249366,2024-06-05,2024-06-06,scheduled_inspection,civil,scheduled_inspection,3.3,512,False
WO_000987,MY_N11875484226,2024-06-06,2024-06-07,vegetation_clearance,civil,vegetation,5.4,1099,True
WO_000988,MY_N12531429458,2024-06-06,2024-06-07,scheduled_inspection,civil,scheduled_inspection,1.7,319,False
WO_000989,MY_N506433555,2024-06-06,2024-06-08,vegetation_clearance,civil,vegetation,6.0,702,True
WO_000990,MY_N6745537233,2024-06-06,2024-06-07,vegetation_clearance,civil,vegetation,7.6,3197,True
WO_000991,MY_N11167076406,2024-06-07,2024-06-08,slope_stabilize_and_tension,civil,terrain,1.8,2226,True
WO_000992,MY_N11659562129,2024-06-07,2024-06-10,raise_cabinet_and_seal,civil,flood,6.7,951,True
WO_000993,MY_N12035797852,2024-06-07,2024-06-08,scheduled_inspection,civil,scheduled_inspection,0.2,791,False
WO_000994,MY_N12118412113,2024-06-07,2024-06-08,scheduled_inspection,civil,scheduled_inspection,1.7,1469,False
WO_000995,MY_N13502641928,2024-06-07,2024-06-12,vegetation_clearance,civil,vegetation,7.8,1832,True
WO_000996,MY_N11727753196,2024-06-08,2024-06-09,scheduled_inspection,civil,scheduled_inspection,1.1,553,False
WO_000997,MY_N8987661324,2024-06-08,2024-06-13,vegetation_clearance,civil,vegetation,4.4,5822,True
WO_000998,MY_N12137024402,2024-06-09,2024-06-10,scheduled_inspection,civil,scheduled_inspection,3.0,8,False
WO_000999,MY_N8267445980,2024-06-09,2024-06-10,scheduled_inspection,civil,scheduled_inspection,1.4,186,False
WO_001000,MY_W1311793314,2024-06-09,2024-06-12,raise_cabinet_and_seal,civil,flood,5.7,2821,True
WO_001001,MY_W1321815854,2024-06-09,2024-06-10,scheduled_inspection,civil,scheduled_inspection,0.2,1086,False
WO_001002,MY_N13142317645,2024-06-10,2024-06-14,battery_genset_service,power,power,6.9,7428,True
WO_001003,MY_N9466091146,2024-06-10,2024-06-13,raise_cabinet_and_seal,civil,flood,8.9,3834,True
WO_001004,MY_W822583298,2024-06-10,2024-06-14,battery_genset_service,power,power,8.4,4118,True
WO_001005,MY_N12270851329,2024-06-11,2024-06-12,scheduled_inspection,civil,scheduled_inspection,2.2,488,False
WO_001006,MY_N1662637919,2024-06-12,2024-06-17,slope_stabilize_and_tension,civil,terrain,3.1,2559,True
WO_001007,MY_N4625627407,2024-06-12,2024-06-13,scheduled_inspection,civil,scheduled_inspection,0.1,1211,False
WO_001008,MY_N4970042973,2024-06-12,2024-06-13,scheduled_inspection,civil,scheduled_inspection,3.7,829,False
WO_001009,MY_N11388862434,2024-06-13,2024-06-16,radio_unit_refresh,rf,equipment,0.6,2980,True
WO_001010,MY_N11875484224,2024-06-13,2024-06-15,raise_cabinet_and_seal,civil,flood,4.8,1398,True
WO_001011,MY_N12270851329,2024-06-13,2024-06-17,vegetation_clearance,civil,vegetation,8.1,3150,True
WO_001012,MY_N12278677313,2024-06-13,2024-06-14,scheduled_inspection,civil,scheduled_inspection,2.4,1588,False
WO_001013,MY_N8752918921,2024-06-13,2024-06-14,scheduled_inspection,civil,scheduled_inspection,2.0,1024,False
WO_001014,MY_W1267064693,2024-06-13,2024-06-14,radio_unit_refresh,rf,equipment,4.5,998,True
WO_001015,MY_N11659562129,2024-06-15,2024-06-17,raise_cabinet_and_seal,civil,flood,2.7,2799,True
WO_001016,MY_N13659918586,2024-06-16,2024-06-18,raise_cabinet_and_seal,civil,flood,7.1,3814,True
WO_001017,MY_N10137863759,2024-06-17,2024-06-18,scheduled_inspection,civil,scheduled_inspection,5.1,143,False
WO_001018,MY_N11659562130,2024-06-17,2024-06-18,scheduled_inspection,civil,scheduled_inspection,0.3,219,False
WO_001019,MY_N13807032941,2024-06-17,2024-06-18,scheduled_inspection,civil,scheduled_inspection,0.4,983,False
WO_001020,MY_N5257595022,2024-06-17,2024-06-18,scheduled_inspection,civil,scheduled_inspection,0.9,604,False
WO_001021,MY_N8025609742,2024-06-17,2024-06-18,scheduled_inspection,civil,scheduled_inspection,2.2,1156,False
WO_001022,MY_N12137013091,2024-06-18,2024-06-22,raise_cabinet_and_seal,civil,flood,7.7,3861,True
WO_001023,MY_N12137024405,2024-06-19,2024-06-20,scheduled_inspection,civil,scheduled_inspection,0.9,1736,False
WO_001024,MY_N13326193730,2024-06-19,2024-06-23,raise_cabinet_and_seal,civil,flood,3.9,4279,True
WO_001025,MY_N13531662855,2024-06-19,2024-06-20,scheduled_inspection,civil,scheduled_inspection,0.7,75,False
WO_001026,MY_N13659918586,2024-06-19,2024-06-21,vegetation_clearance,civil,vegetation,8.2,3371,True
WO_001027,MY_N8025859449,2024-06-19,2024-06-21,raise_cabinet_and_seal,civil,flood,3.7,2557,True
WO_001028,MY_N11484371222,2024-06-22,2024-06-27,battery_genset_service,power,power,9.2,1543,True
WO_001029,MY_N12137024409,2024-06-22,2024-06-27,battery_genset_service,power,power,9.5,6103,True
WO_001030,MY_N12773184677,2024-06-22,2024-06-26,battery_genset_service,power,power,2.6,1382,True
WO_001031,MY_N8044980541,2024-06-22,2024-06-26,raise_cabinet_and_seal,civil,flood,1.3,2888,True
WO_001032,MY_W1492305145,2024-06-22,2024-06-25,raise_cabinet_and_seal,civil,flood,9.2,1048,True
WO_001033,MY_N11607769670,2024-06-23,2024-06-24,scheduled_inspection,civil,scheduled_inspection,0.3,1697,False
WO_001034,MY_N13015606467,2024-06-23,2024-06-27,raise_cabinet_and_seal,civil,flood,1.7,2490,True
WO_001035,MY_N13564516539,2024-06-23,2024-06-24,scheduled_inspection,civil,scheduled_inspection,0.4,467,False
WO_001036,MY_N506433555,2024-06-23,2024-06-26,battery_genset_service,power,power,10.5,2243,True
WO_001037,MY_N8025859449,2024-06-23,2024-06-25,vegetation_clearance,civil,vegetation,4.9,1668,True
WO_001038,MY_N8850585799,2024-06-23,2024-06-28,raise_cabinet_and_seal,civil,flood,4.4,1062,True
WO_001039,MY_N11990327538,2024-06-24,2024-06-28,vegetation_clearance,civil,vegetation,4.9,4589,True
WO_001040,MY_N12050962639,2024-06-24,2024-06-25,scheduled_inspection,civil,scheduled_inspection,2.3,289,False
WO_001041,MY_N13502641928,2024-06-24,2024-06-28,vegetation_clearance,civil,vegetation,2.8,1804,True
WO_001042,MY_N1662637919,2024-06-24,2024-06-29,vegetation_clearance,civil,vegetation,4.3,1532,True
WO_001043,MY_N5067194637,2024-06-24,2024-06-29,battery_genset_service,power,power,10.3,2205,True
WO_001044,MY_W526039065,2024-06-24,2024-06-25,scheduled_inspection,civil,scheduled_inspection,1.4,434,False
WO_001045,MY_N11609644622,2024-06-25,2024-06-26,scheduled_inspection,civil,scheduled_inspection,0.6,402,False
WO_001046,MY_N13678930905,2024-06-25,2024-06-30,battery_genset_service,power,power,7.9,4990,True
WO_001047,MY_N8095997576,2024-06-26,2024-06-27,scheduled_inspection,civil,scheduled_inspection,0.3,835,False
WO_001048,MY_N8191059241,2024-06-26,2024-07-01,vegetation_clearance,civil,vegetation,9.6,1900,True
WO_001049,MY_N11151660426,2024-06-27,2024-07-02,slope_stabilize_and_tension,civil,terrain,7.6,3357,True
WO_001050,MY_N12105659133,2024-06-27,2024-06-28,scheduled_inspection,civil,scheduled_inspection,1.4,240,False
WO_001051,MY_N4963875869,2024-06-27,2024-07-01,vegetation_clearance,civil,vegetation,5.7,3043,True
WO_001052,MY_N8637709581,2024-06-27,2024-06-28,scheduled_inspection,civil,scheduled_inspection,1.0,943,False
WO_001053,MY_N6795232571,2024-06-28,2024-06-29,scheduled_inspection,civil,scheduled_inspection,0.4,22,False
WO_001054,MY_N7848117182,2024-06-28,2024-06-29,scheduled_inspection,civil,scheduled_inspection,1.6,432,False
WO_001055,MY_N4540518855,2024-06-30,2024-07-01,scheduled_inspection,civil,scheduled_inspection,3.8,1264,False
WO_001056,MY_N8979761302,2024-06-30,2024-07-01,scheduled_inspection,civil,scheduled_inspection,0.7,425,False
WO_001057,MY_N8214146544,2024-07-01,2024-07-02,scheduled_inspection,civil,scheduled_inspection,0.1,459,False
WO_001058,MY_N9810551665,2024-07-01,2024-07-05,slope_stabilize_and_tension,civil,terrain,4.0,2598,True
WO_001059,MY_N13013877873,2024-07-02,2024-07-03,vegetation_clearance,civil,vegetation,2.1,5893,True
WO_001060,MY_N6039478983,2024-07-02,2024-07-03,raise_cabinet_and_seal,civil,flood,4.4,6438,True
WO_001061,MY_N8044342361,2024-07-02,2024-07-03,scheduled_inspection,civil,scheduled_inspection,3.1,309,False
WO_001062,MY_N12270851329,2024-07-03,2024-07-06,slope_stabilize_and_tension,civil,terrain,0.6,6264,True
WO_001063,MY_N8794834932,2024-07-03,2024-07-04,scheduled_inspection,civil,scheduled_inspection,1.5,404,False
WO_001064,MY_N11151660426,2024-07-04,2024-07-07,battery_genset_service,power,power,1.7,5953,True
WO_001065,MY_N12284563602,2024-07-04,2024-07-05,scheduled_inspection,civil,scheduled_inspection,2.1,761,False
WO_001066,MY_N12397225226,2024-07-04,2024-07-05,scheduled_inspection,civil,scheduled_inspection,0.9,363,False
WO_001067,MY_N3273231502,2024-07-04,2024-07-05,scheduled_inspection,civil,scheduled_inspection,1.9,655,False
WO_001068,MY_N11730767539,2024-07-05,2024-07-06,scheduled_inspection,civil,scheduled_inspection,1.1,176,False
WO_001069,MY_N12110057369,2024-07-05,2024-07-06,scheduled_inspection,civil,scheduled_inspection,0.2,911,False
WO_001070,MY_N12462388214,2024-07-05,2024-07-06,scheduled_inspection,civil,scheduled_inspection,2.0,1199,False
WO_001071,MY_N5188734187,2024-07-05,2024-07-10,raise_cabinet_and_seal,civil,flood,6.5,2094,True
WO_001072,MY_N11659562131,2024-07-06,2024-07-08,battery_genset_service,power,power,2.5,5002,True
WO_001073,MY_N13103284367,2024-07-06,2024-07-09,battery_genset_service,power,power,2.7,1966,True
WO_001074,MY_N10801806749,2024-07-07,2024-07-10,raise_cabinet_and_seal,civil,flood,5.3,4990,True
WO_001075,MY_N6745537233,2024-07-07,2024-07-08,raise_cabinet_and_seal,civil,flood,8.5,3283,True
WO_001076,MY_N8927264925,2024-07-07,2024-07-08,scheduled_inspection,civil,scheduled_inspection,1.9,1997,False
WO_001077,MY_N10948101724,2024-07-08,2024-07-09,scheduled_inspection,civil,scheduled_inspection,1.6,622,False
WO_001078,MY_N11609644622,2024-07-08,2024-07-10,vegetation_clearance,civil,vegetation,4.7,1065,True
WO_001079,MY_N4958058752,2024-07-08,2024-07-09,scheduled_inspection,civil,scheduled_inspection,1.0,486,False
WO_001080,MY_N6039478983,2024-07-09,2024-07-12,raise_cabinet_and_seal,civil,flood,7.0,3349,True
WO_001081,MY_N8920295576,2024-07-09,2024-07-12,battery_genset_service,power,power,15.3,899,True
WO_001082,MY_N11806114326,2024-07-10,2024-07-12,radio_unit_refresh,rf,equipment,5.3,5961,True
WO_001083,MY_N12135375711,2024-07-10,2024-07-11,slope_stabilize_and_tension,civil,terrain,9.2,3236,True
WO_001084,MY_N13663195382,2024-07-10,2024-07-11,scheduled_inspection,civil,scheduled_inspection,1.3,224,False
WO_001085,MY_N5115603531,2024-07-10,2024-07-15,radio_unit_refresh,rf,equipment,2.0,2980,True
WO_001086,MY_N5188734187,2024-07-10,2024-07-13,vegetation_clearance,civil,vegetation,2.5,5415,True
WO_001087,MY_N12137024409,2024-07-11,2024-07-16,raise_cabinet_and_seal,civil,flood,3.3,2261,True
WO_001088,MY_N12270341400,2024-07-11,2024-07-12,scheduled_inspection,civil,scheduled_inspection,4.2,1122,False
WO_001089,MY_N13517883535,2024-07-11,2024-07-15,slope_stabilize_and_tension,civil,terrain,2.8,216,True
WO_001090,MY_N8176878231,2024-07-11,2024-07-12,slope_stabilize_and_tension,civil,terrain,7.2,2640,True
WO_001091,MY_N12058759613,2024-07-12,2024-07-13,vegetation_clearance,civil,vegetation,5.7,2945,True
WO_001092,MY_N11755867459,2024-07-13,2024-07-14,raise_cabinet_and_seal,civil,flood,1.8,3095,True
WO_001093,MY_N11755867459,2024-07-13,2024-07-18,radio_unit_refresh,rf,equipment,4.8,1307,True
WO_001094,MY_N12128924931,2024-07-13,2024-07-14,scheduled_inspection,civil,scheduled_inspection,0.7,1006,False
